id,Label,structured_text
500,5,title: a three-valued semantics for typed logic programming. [SEP] venue: iclp [SEP] year: 2019 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
139,5,title: beyond traditional neural networks: toward adding reasoning and learning capabilities through computational logic techniques. [SEP] venue: iclp [SEP] year: 2023 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
578,1,title: less manual work for safety engineers: towards an automated safety reasoning with safety patterns. [SEP] venue: iclp [SEP] year: 2020 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
273,3,title: efficient compliance computation in probabilistic declarative specifications. [SEP] venue: iclp [SEP] year: 2024 [SEP] doi publisher: 10.2139 [SEP] doi source: ssrn
549,4,title: unique characterisability and learnability of temporal queries mediated by an ontology. [SEP] venue: kr [SEP] year: 2024 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
37,3,title: operator-based semantics for choice programs: is choosing losing [SEP] venue: kr [SEP] year: 2024 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
391,2,title: scalable robotic intra-logistics with answer set programming. [SEP] venue: iclp [SEP] year: 2018 [SEP] doi publisher: 10.1017 [SEP] doi source: cbo
99,3,title: semantic analysis of assurance cases using s casp . [SEP] venue: iclp [SEP] year: 2023 [SEP] doi publisher: 10.4018 [SEP] doi source: ch
25,4,title: computational thinking with logic programming. [SEP] venue: iclp [SEP] year: 2024 [SEP] doi publisher: 10.1017 [SEP] doi source: cbo
138,2,title: complexity of abduction in ukasiewicz logic. [SEP] venue: kr [SEP] year: 2025 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
155,1,title: leasing the cloud-edge continuum la carte. [SEP] venue: iclp [SEP] year: 2023 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
183,3,title: a logic-based framework for database repairs. [SEP] venue: kr [SEP] year: 2025 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
496,1,title: memory management in resource-bounded agents. [SEP] venue: iclp [SEP] year: 2019 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
201,5,title: advances in logic-based entity resolution: enhancing aspen with local merges and optimality criteria. [SEP] venue: kr [SEP] year: 2025 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
450,5,title: modeling administrative discretion using goal-directed answer set programming. [SEP] venue: iclp [SEP] year: 2022 [SEP] doi publisher: 10.1007 [SEP] doi source: none
286,3,title: an asp multi-shot encoding for the aircraft routing and maintenance planning problem. [SEP] venue: iclp [SEP] year: 2020 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
199,5,title: from acceptance to rejection in abstract argumentation. [SEP] venue: kr [SEP] year: 2024 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
254,3,title: the asp-based nurse scheduling system at the university of yamanashi hospital. [SEP] venue: iclp [SEP] year: 2025 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
223,5,title: controlled natural languages for knowledge representation and reasoning. [SEP] venue: iclp [SEP] year: 2016 [SEP] doi publisher: 10.1016 [SEP] doi source: b
64,1,title: towards static performance guarantees for programs with run-time checks. [SEP] venue: iclp [SEP] year: 2018 [SEP] doi publisher: 10.1145 [SEP] doi source: none
383,5,title: theory solving made easy with clingo 5. [SEP] venue: iclp [SEP] year: 2016 [SEP] doi publisher: 10.1097 [SEP] doi source: none
573,2,title: explaining agent behaviour via causal analysis of mental states. [SEP] venue: kr [SEP] year: 2023 [SEP] doi publisher: 10.5040 [SEP] doi source: none
272,3,title: constraint programming algorithms for route planning exploiting geometrical information. [SEP] venue: iclp [SEP] year: 2020 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
249,4,title: search-guided generation of properties for program analyzers. [SEP] venue: iclp [SEP] year: 2025 [SEP] doi publisher: 10.54985 [SEP] doi source: peeref
358,1,title: blawx: web-based user-friendly rules as code. [SEP] venue: iclp [SEP] year: 2022 [SEP] doi publisher: 10.1016 [SEP] doi source: j
82,5,title: kalm: a rule-based approach for knowledge authoring and question answering. [SEP] venue: iclp [SEP] year: 2019 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
178,1,title: on strong and weak admissibility in non-flat assumption-based argumentation. [SEP] venue: kr [SEP] year: 2025 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
130,1,title: aba learning via asp. [SEP] venue: iclp [SEP] year: 2023 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
236,3,title: a gaze into the internal logic of graph neural networks with logic. [SEP] venue: iclp [SEP] year: 2022 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
415,4,title: a model-oriented approach for lifting symmetries in answer set programming. [SEP] venue: iclp [SEP] year: 2022 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
511,2,title: assessing drivers apos situation awareness in semi-autonomous vehicles: asp based characterisations of driving dynamics for modelling scene interpretation and projection. [SEP] venue: iclp [SEP] year: 2023 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
12,2,title: modelling infectious disease dynamics with probabilistic logic programming. [SEP] venue: iclp [SEP] year: 2021 [SEP] doi publisher: 10.1201 [SEP] doi source: none
525,5,title: knowledge base embeddings: semantics and theoretical properties. [SEP] venue: kr [SEP] year: 2024 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
372,2,title: complexity of weighted first-order model counting in the two-variable fragment with counting quantifiers: a bound to beat. [SEP] venue: kr [SEP] year: 2024 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
344,2,title: top-down splitting property for epistemic logic programs. [SEP] venue: iclp [SEP] year: 2021 [SEP] doi publisher: 10.24963 [SEP] doi source: ijcai
106,1,title: most general variant unifiers. [SEP] venue: iclp [SEP] year: 2019 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
108,4,title: extending description logics with generic concepts - the tale of two semantics. [SEP] venue: kr [SEP] year: 2024 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
487,5,title: an information-flow perspective on explainability requirements: specification and verification. [SEP] venue: kr [SEP] year: 2025 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
536,1,title: proceedings of the international conference on logic programming 2022 workshops co-located with the 38th international conference on logic programming iclp 2022 haifa israel july 31st - august 1st 2022. [SEP] venue: iclp [SEP] year: 2022 [SEP] doi publisher: 10.1017 [SEP] doi source: s
177,2,title: a framework for inconsistency-tolerant reasoning with sets of models. [SEP] venue: kr [SEP] year: 2025 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
131,3,title: towards run-time checks simplification via term hiding. [SEP] venue: iclp [SEP] year: 2017 [SEP] doi publisher: 10.1007 [SEP] doi source: none
394,2,title: modeling clique coloring via asp q . [SEP] venue: iclp [SEP] year: 2021 [SEP] doi publisher: 10.33915 [SEP] doi source: etd
87,5,title: research summary: explainable artificial intelligence in answer set programming and machine learning. [SEP] venue: iclp [SEP] year: 2025 [SEP] doi publisher: 10.1016 [SEP] doi source: s
339,1,title: front matter table of contents preface list of authors. [SEP] venue: iclp [SEP] year: 2016 [SEP] doi publisher: 10.1484 [SEP] doi source: m
567,5,title: interpretable hybrid machine learning models using fold-r++ and answer set programming. [SEP] venue: iclp [SEP] year: 2025 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
161,5,title: distance-restricted explanations: theoretical underpinnings amp efficient implementation. [SEP] venue: kr [SEP] year: 2024 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
324,5,title: a system for explainable answer set programming. [SEP] venue: iclp [SEP] year: 2020 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
347,1,title: modelling human mental-states in an action language following the theory of planned behavior. [SEP] venue: iclp [SEP] year: 2021 [SEP] doi publisher: 10.4324 [SEP] doi source: none
475,5,title: grounding rule-based argumentation using datalog. [SEP] venue: kr [SEP] year: 2025 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
425,2,title: on the complexity and properties of preferential propositional dependence logic. [SEP] venue: kr [SEP] year: 2025 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
251,4,title: generating concurrent programs from sequential data structure knowledge using answer set programming. [SEP] venue: iclp [SEP] year: 2021 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
436,3,title: automated theorem proving for prolog verification. [SEP] venue: iclp [SEP] year: 2025 [SEP] doi publisher: 10.29007 [SEP] doi source: c
11,2,title: actual causality in contextual abduction. [SEP] venue: iclp [SEP] year: 2020 [SEP] doi publisher: 10.1109 [SEP] doi source: icacsis
377,4,title: understanding problog as probabilistic argumentation. [SEP] venue: iclp [SEP] year: 2023 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
47,1,title: faithful differentiable reasoning with reshuffled region-based embeddings. [SEP] venue: kr [SEP] year: 2025 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
338,2,title: action language ma with higher-order action observability. [SEP] venue: kr [SEP] year: 2024 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
388,3,title: dynamic epistemic logic with asp updates: application to conditional planning. [SEP] venue: iclp [SEP] year: 2020 [SEP] doi publisher: 10.1007 [SEP] doi source: none
445,5,title: using ontology to analyze sentiment of comments on vietnamese social media. [SEP] venue: kr [SEP] year: 2024 [SEP] doi publisher: 10.53796 [SEP] doi source: hnsj
592,1,title: generalizing level ranking constraints for monotone and convex aggregates. [SEP] venue: iclp [SEP] year: 2023 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
399,4,title: a framework for conditional reasoning in answer set programming. [SEP] venue: iclp [SEP] year: 2025 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
331,5,title: lp2pb: translating answer set programs into pseudo-boolean theories. [SEP] venue: iclp [SEP] year: 2020 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
413,5,title: enhancing compilation-based asp solving. [SEP] venue: iclp [SEP] year: 2025 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
241,2,title: quantified constraint handling rules. [SEP] venue: iclp [SEP] year: 2019 [SEP] doi publisher: 10.1145 [SEP] doi source: none
165,1,title: masp-reduce: a proposal for distributed computation of stable models. [SEP] venue: iclp [SEP] year: 2018 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
143,3,title: embedding s casp in prolog. [SEP] venue: iclp [SEP] year: 2022 [SEP] doi publisher: 10.24124 [SEP] doi source: bpgub
519,2,title: learning robust reward machines from noisy labels. [SEP] venue: kr [SEP] year: 2024 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
443,1,title: strong equivalence for lpmln programs. [SEP] venue: iclp [SEP] year: 2019 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
65,4,title: a dataset of contractual events in court decisions. [SEP] venue: iclp [SEP] year: 2023 [SEP] doi publisher: 10.1037 [SEP] doi source: e
398,1,title: modeling and solving graph synthesis problems using sat-encoded reachability constraints in picat. [SEP] venue: iclp [SEP] year: 2021 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
39,2,title: smt-based constraint answer set solver ezsmt system description . [SEP] venue: iclp [SEP] year: 2016 [SEP] doi publisher: 10.14711 [SEP] doi source: thesis
456,2,title: a speech about generative datalog and non-measurable sets. [SEP] venue: iclp [SEP] year: 2021 [SEP] doi publisher: 10.1017 [SEP] doi source: none
57,2,title: knowledge graphs amp reasoning in concert: automating regulation in corporate economics. [SEP] venue: iclp [SEP] year: 2025 [SEP] doi publisher: 10.1049 [SEP] doi source: pbpc
535,2,title: copredication and ontological mutability. [SEP] venue: kr [SEP] year: 2023 [SEP] doi publisher: 10.1007 [SEP] doi source: none
547,5,title: fitting ontologies and constraints to relational structures. [SEP] venue: kr [SEP] year: 2025 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
44,2,title: translating p-log lpmln lpod and cr-prolog2 into standard answer set programs. [SEP] venue: iclp [SEP] year: 2018 [SEP] doi publisher: 10.29007 [SEP] doi source: d
247,2,title: property directed reachability for planning revisited. [SEP] venue: kr [SEP] year: 2023 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
471,4,title: abstractions of queries in ontology-based data access. [SEP] venue: kr [SEP] year: 2025 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
276,1,title: mutex graphs and multicliques: reducing grounding size for planning. [SEP] venue: iclp [SEP] year: 2019 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
541,2,title: grounded fixpoints and active integrity constraints. [SEP] venue: iclp [SEP] year: 2016 [SEP] doi publisher: 10.1609 [SEP] doi source: aaai
520,3,title: computing h-partitions in asp and datalog. [SEP] venue: iclp [SEP] year: 2022 [SEP] doi publisher: 10.1007 [SEP] doi source: bf
503,5,title: mathematical foundations for joining only knowing and common knowledge. [SEP] venue: kr [SEP] year: 2023 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
147,5,title: a normative model of explanation for binary classification legal ai and its implementation on causal explanations of answer set programming. [SEP] venue: iclp [SEP] year: 2022 [SEP] doi publisher: 10.14711 [SEP] doi source: thesis
189,2,title: solving assembly line workload smoothing problem via answer set programming. [SEP] venue: iclp [SEP] year: 2020 [SEP] doi publisher: 10.1109 [SEP] doi source: csci
113,5,title: extending answer set programs with neural networks. [SEP] venue: iclp [SEP] year: 2020 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
515,1,title: a singly exponential transformation of ltl x f into pure past ltl. [SEP] venue: kr [SEP] year: 2023 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
125,5,title: an epistemic theory of deductive arguments. [SEP] venue: kr [SEP] year: 2025 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
58,2,title: statistical syllogistic tableaux. [SEP] venue: iclp [SEP] year: 2024 [SEP] doi publisher: 10.1007 [SEP] doi source: none
442,1,title: empowering public interest communication with argumentation - project report short paper . [SEP] venue: iclp [SEP] year: 2025 [SEP] doi publisher: 10.59350 [SEP] doi source: yvcg
215,5,title: hybrid answer set programming: foundations and applications. [SEP] venue: iclp [SEP] year: 2024 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
267,5,title: natlog: embedding logic programming into the python deep-learning ecosystem. [SEP] venue: iclp [SEP] year: 2023 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
204,3,title: probkanren: a simple probabilistic extension for microkanren. [SEP] venue: iclp [SEP] year: 2021 [SEP] doi publisher: 10.20944 [SEP] doi source: preprints
146,5,title: a brief discussion about the credal semantics for probabilistic answer set programs. [SEP] venue: iclp [SEP] year: 2023 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
209,4,title: inductive learning of declarative domain-specific heuristics for asp. [SEP] venue: iclp [SEP] year: 2023 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
148,2,title: qiana: a first-order formalism to quantify over contexts and formulas. [SEP] venue: kr [SEP] year: 2024 [SEP] doi publisher: 10.1613 [SEP] doi source: jair
472,2,title: on verifying and generating robust plans for planning tasks with exogenous events. [SEP] venue: kr [SEP] year: 2024 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
563,4,title: probabilistic declarative process mining. [SEP] venue: iclp [SEP] year: 2025 [SEP] doi publisher: 10.1016 [SEP] doi source: j
484,4,title: revisiting inferential benchmarks for knowledge graph completion. [SEP] venue: kr [SEP] year: 2023 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
355,1,title: platform for introducing logic programming in bulgarian secondary schools - ideas intelligent data educational analysis system . [SEP] venue: iclp [SEP] year: 2025 [SEP] doi publisher: 10.18421 [SEP] doi source: tem
277,5,title: automated planning with ontologies under coherence update semantics. [SEP] venue: kr [SEP] year: 2025 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
137,4,title: blending grounding and compilation for efficient asp solving. [SEP] venue: kr [SEP] year: 2024 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
270,4,title: quantitative and stream extensions of answer set programming. [SEP] venue: iclp [SEP] year: 2021 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
164,3,title: preference-based abstract argumentation for case-based reasoning. [SEP] venue: kr [SEP] year: 2024 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
323,5,title: exp aspc : explaining asp programs with choice atoms and constraint rules. [SEP] venue: iclp [SEP] year: 2021 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
589,2,title: symmetries and expressive requirements for learning general policies. [SEP] venue: kr [SEP] year: 2024 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
422,1,title: routing and scheduling in different ways: abridged preliminary report. [SEP] venue: iclp [SEP] year: 2023 [SEP] doi publisher: 10.1021 [SEP] doi source: acs
229,5,title: advancing interactive explainable ai via belief change theory. [SEP] venue: kr [SEP] year: 2024 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
14,2,title: inconsistency handling in prioritized databases with universal constraints: complexity analysis and links with active integrity constraints. [SEP] venue: kr [SEP] year: 2023 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
349,3,title: tabling optimization for contextual abduction. [SEP] venue: iclp [SEP] year: 2020 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
564,5,title: formally explaining decision tree models with answer set programming. [SEP] venue: iclp [SEP] year: 2025 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
70,2,title: on feasibility of declarative diagnosis. [SEP] venue: iclp [SEP] year: 2023 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
303,5,title: learning asp domain-specific heuristics using transformers. [SEP] venue: iclp [SEP] year: 2025 [SEP] doi publisher: 10.3233 [SEP] doi source: aic
382,1,title: // efficient declarative solutions in picat for optimal multi-agent pathfinding. [SEP] venue: iclp [SEP] year: 2017 [SEP] doi publisher: 10.1109 [SEP] doi source: ictai
539,1,title: tree-like justification systems are consistent. [SEP] venue: iclp [SEP] year: 2022 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
288,1,title: depth-bounded epistemic planning. [SEP] venue: kr [SEP] year: 2025 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
482,4,title: link prediction in knowledge graphs with probabilistic logic programming: work in progress. [SEP] venue: iclp [SEP] year: 2023 [SEP] doi publisher: 10.1017 [SEP] doi source: s
179,2,title: nemo: first glimpse of a new rule engine. [SEP] venue: iclp [SEP] year: 2023 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
133,1,title: proceedings 39th international conference on logic programming iclp 2023 imperial college london uk 9th july 2023 - 15th july 2023. [SEP] venue: iclp [SEP] year: 2023 [SEP] doi publisher: 10.31256 [SEP] doi source: hsmr
191,2,title: a low-level index for distributed logic programming. [SEP] venue: iclp [SEP] year: 2020 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
304,2,title: learning and contesting assumption-based argumentation frameworks invited talk . [SEP] venue: iclp [SEP] year: 2025 [SEP] doi publisher: 10.2139 [SEP] doi source: ssrn
78,4,title: imperative program synthesis from answer set programs. [SEP] venue: iclp [SEP] year: 2019 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
122,5,title: generating local search neighborhood with synthesized logic programs. [SEP] venue: iclp [SEP] year: 2019 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
36,3,title: a reduct-based approach to skeptical preferred reasoning in abstract argumentation. [SEP] venue: kr [SEP] year: 2025 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
208,5,title: on conflict-free labellings - realizability construction and patterns of redundancy. [SEP] venue: kr [SEP] year: 2023 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
333,3,title: lp-lm: no hallucinations in question answering with logic programming. [SEP] venue: iclp [SEP] year: 2024 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
154,1,title: order-sorted intensional logic: expressing subtyping polymorphism with typing assertions and quantification over concepts. [SEP] venue: iclp [SEP] year: 2024 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
310,3,title: optimisation and approximation in abstract argumentation: the case of admissibility. [SEP] venue: kr [SEP] year: 2024 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
594,2,title: a logic-based multi-agent system for ethical monitoring and evaluation of dialogues. [SEP] venue: iclp [SEP] year: 2021 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
61,3,title: strategy logic imperfect information and hyperproperties. [SEP] venue: kr [SEP] year: 2025 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
463,2,title: halting recurrent gnns and the graded mu-calculus. [SEP] venue: kr [SEP] year: 2025 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
494,4,title: constrained default logic programming. [SEP] venue: iclp [SEP] year: 2022 [SEP] doi publisher: 10.1093 [SEP] doi source: oso
302,2,title: on the potential of clip for compositional logical reasoning. [SEP] venue: iclp [SEP] year: 2023 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
170,4,title: integration of logical english and s casp . [SEP] venue: iclp [SEP] year: 2022 [SEP] doi publisher: 10.3403 [SEP] doi source: none
5,4,title: iterative asp pipelines: enhancements for robots playing mobile games. [SEP] venue: iclp [SEP] year: 2025 [SEP] doi publisher: 10.1201 [SEP] doi source: b
375,4,title: on the translation of asp rules to controlled natural language sentences. [SEP] venue: iclp [SEP] year: 2025 [SEP] doi publisher: 10.1017 [SEP] doi source: s
499,2,title: a methodology for incompleteness-tolerant and modular gradual semantics for argumentative statement graphs. [SEP] venue: kr [SEP] year: 2025 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
6,4,title: gradient-based supported model computation in vector spaces. [SEP] venue: iclp [SEP] year: 2021 [SEP] doi publisher: 10.5220 [SEP] doi source: none
194,5,title: abstraction in assumption-based argumentation. [SEP] venue: kr [SEP] year: 2024 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
477,2,title: model checking linear temporal logic with standpoint modalities. [SEP] venue: kr [SEP] year: 2025 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
546,1,title: communication with individuals with disabilities and the role of llms: progress report. [SEP] venue: kr [SEP] year: 2024 [SEP] doi publisher: 10.58445 [SEP] doi source: rars
120,1,title: a coq formalization of unification modulo exclusive-or. [SEP] venue: iclp [SEP] year: 2024 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
73,2,title: axiomatic characterisations of argumentation semantics. [SEP] venue: kr [SEP] year: 2025 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
275,1,title: from infinite to finite traces and back: linear temporal logic in sequential decision making. [SEP] venue: kr [SEP] year: 2024 [SEP] doi publisher: 10.24963 [SEP] doi source: ijcai
169,3,title: temporal conditional reasoning with weighted knowledge bases. [SEP] venue: iclp [SEP] year: 2025 [SEP] doi publisher: 10.1007 [SEP] doi source: none
378,5,title: reliable natural language understanding with large language models and answer set programming. [SEP] venue: iclp [SEP] year: 2023 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
107,4,title: neuro-symbolic contrastive learning for cross-domain inference. [SEP] venue: iclp [SEP] year: 2024 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
284,2,title: counterfactual scenarios for automated planning. [SEP] venue: kr [SEP] year: 2025 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
325,2,title: presburger functional synthesis: complexity and tractable normal forms. [SEP] venue: kr [SEP] year: 2025 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
397,2,title: justifications and blocking sets in a rule-based answer set computation. [SEP] venue: iclp [SEP] year: 2016 [SEP] doi publisher: 10.1017 [SEP] doi source: cbo
531,2,title: proper linear-time specifications of environment behaviors in nondeterministic planning and reactive synthesis. [SEP] venue: kr [SEP] year: 2024 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
341,1,title: a fixpoint characterization of three-valued disjunctive hybrid mknf knowledge bases. [SEP] venue: iclp [SEP] year: 2022 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
116,2,title: efficient volume computation for smt formulas. [SEP] venue: kr [SEP] year: 2025 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
83,3,title: extended abstract: a reliable common-sense reasoning socialbot built using llms and goal-directed asp. [SEP] venue: iclp [SEP] year: 2024 [SEP] doi publisher: 10.1017 [SEP] doi source: s
373,4,title: extending abstract argumentation frameworks with knowledge bases. [SEP] venue: kr [SEP] year: 2025 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
380,5,title: on llm-generated logic programs and their inference execution methods. [SEP] venue: iclp [SEP] year: 2024 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
364,5,title: modular stochastic rewritable petri nets. [SEP] venue: iclp [SEP] year: 2024 [SEP] doi publisher: 10.1002 [SEP] doi source: ch
575,1,title: regular typed unification. [SEP] venue: iclp [SEP] year: 2024 [SEP] doi publisher: 10.4204 [SEP] doi source: eptcs
71,1,title: approximating weakly preferred semantics in abstract argumentation through vacuous reduct semantics. [SEP] venue: kr [SEP] year: 2023 [SEP] doi publisher: 10.24963 [SEP] doi source: kr
