doi,start_url,final_url,final_domain,http_status,redirect_count,abstract_found,abstract,extract_method,status,error
10.1017/cbo9780511570667.009,https://doi.org/10.1017/cbo9780511570667.009,https://www.cambridge.org/core/books/probabilistic-causality/logic/CFAC94883216685FC2912EB6A6141A17,www.cambridge.org,200.0,2.0,True,"The only symbolic logic used in this book is a small part of propositional logic , also called sentential logic or Boolean logic . In this appendix, I review the relevant part of this simple area of logic and clarify some notation and terminology. This appendix is not an introduction to logic; various important fine points and distinctions are not be mentioned. But I hope this will suffice as an introduction to the basic ideas in the elementary part of logic used in this book, and as a clarification of the logical terminology and symbols used in this book. The basic entities of the formal propositional calculus are usually called the propositions and the propositional connectives (and the language of propositional logic usually includes punctuation marks , usually parentheses, that are used to avoid ambiguity of grouping when “propositions” are “connected” in complex ways). In this book, it is factors (or properties , or types ) that play the role of the so-called propositions of propositional logic. The abstract and formal propositional calculus can be interpreted as applying to propositions in a number of ways in which the term “proposition” could be understood. For example, we could think of propositions as sentences (which may be understood as concrete linguistic entities such as utterances or inscriptions). Or we could think of them as statements (understood in such a way that many sentences can all be used to “make” the same statement, and the same sentence, if used in different contexts, would make different statements).",selector:div.abstract,abstract_found,
10.4204/eptcs.385.33,https://doi.org/10.4204/eptcs.385.33,https://arxiv.org/abs/2308.15896v1,arxiv.org,200.0,2.0,True,"Abstract page for arXiv paper 2308.15896v1: Demonstrating (Hybrid) Active Logic Documents and the Ciao Prolog Playground, and an Application to Verification Tutorials",meta:name=description,abstract_found,
10.4204/eptcs.416.18,https://doi.org/10.4204/eptcs.416.18,https://arxiv.org/abs/2502.09221v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2502.09221v1: Pearce's Characterisation in an Epistemic Domain,meta:name=description,abstract_found,
10.4204/eptcs.306.50,https://doi.org/10.4204/eptcs.306.50,https://arxiv.org/abs/1909.08257v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 1909.08257v1: Reasoning about Qualitative Direction and Distance between Extended Objects using Answer Set Programming,meta:name=description,abstract_found,
10.1201/9781003338192-2,https://doi.org/10.1201/9781003338192-2,https://www.taylorfrancis.com/chapters/mono/10.1201/9781003338192-2/probabilistic-logic-programming-languages-fabrizio-riguzzi,www.taylorfrancis.com,200.0,2.0,True,The distribution over programs is defined by encoding random choices for clauses. Each choice generates an alternative version of the clause and the set of,meta:name=description,abstract_found,
10.4204/eptcs.385.17,https://doi.org/10.4204/eptcs.385.17,https://arxiv.org/abs/2308.15865v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2308.15865v1: On the Independencies Hidden in the Structure of a Probabilistic Logic Program,meta:name=description,abstract_found,
10.4204/eptcs.439.30,https://doi.org/10.4204/eptcs.439.30,https://arxiv.org/abs/2601.03847v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2601.03847v1: xDNN(ASP): Explanation Generation System for Deep Neural Networks powered by Answer Set Programming,meta:name=description,abstract_found,
10.1007/978-3-642-83213-0_15,https://doi.org/10.1007/978-3-642-83213-0_15,https://link.springer.com/chapter/10.1007/978-3-642-83213-0_15,link.springer.com,200.0,2.0,True,"Within this chapter we explain how to write natural language grammars expressed in clausal logic. The notion of definite clause grammars (DCG’s) is behind this as a paradigm for organizing the knowledge required in understanding, which allows efficient parsing....",meta:name=description,abstract_found,
10.4204/eptcs.364.4,https://doi.org/10.4204/eptcs.364.4,https://arxiv.org/abs/2208.03091v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2208.03091v1: On Model Reconciliation: How to Reconcile When Robot Does not Know Human's Model?,meta:name=description,abstract_found,
10.4204/eptcs.325.12,https://doi.org/10.4204/eptcs.325.12,https://arxiv.org/abs/2009.10238v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2009.10238v1: Justifications for Goal-Directed Constraint Answer Set Programming,meta:name=description,abstract_found,
10.4204/eptcs.306.34,https://doi.org/10.4204/eptcs.306.34,https://arxiv.org/abs/1909.08251v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 1909.08251v1: An ASP-based Approach for Attractor Enumeration in Synchronous and Asynchronous Boolean Networks,meta:name=description,abstract_found,
10.21125/edulearn.2022.2414,https://doi.org/10.21125/edulearn.2022.2414,https://library.iated.org/view/DASKOLIA2022ENG,library.iated.org,200.0,1.0,False,,,redirect_ok_abstract_not_found,
10.4204/eptcs.325.10,https://doi.org/10.4204/eptcs.325.10,https://arxiv.org/abs/2009.11070v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2009.11070v1: Variant-based Equational Unification under Constructor Symbols,meta:name=description,abstract_found,
10.4204/eptcs.345.47,https://doi.org/10.4204/eptcs.345.47,https://arxiv.org/abs/2109.08305v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2109.08305v1: Formalisation of Action with Durations in Answer Set Programming,meta:name=description,abstract_found,
10.4204/eptcs.416.39,https://doi.org/10.4204/eptcs.416.39,https://arxiv.org/abs/2502.09208v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2502.09208v1: Autonomous Task Completion Based on Goal-directed Answer Set Programming,meta:name=description,abstract_found,
10.1007/978-3-642-02846-5_28,https://doi.org/10.1007/978-3-642-02846-5_28,https://link.springer.com/chapter/10.1007/978-3-642-02846-5_28,link.springer.com,200.0,2.0,True,"As a novel, grand AI challenge, General Game Playing is concerned with the development of systems that understand the rules of unknown games and play these games well without human intervention. In this paper, we show how Answer Set Programming can assist a general...",meta:name=description,abstract_found,
10.1609/aaai.v39i14.33633,https://doi.org/10.1609/aaai.v39i14.33633,https://ojs.aaai.org/index.php/AAAI/article/view/33633,ojs.aaai.org,200.0,1.0,True,"Abstract This paper shows that the semantics of programs with aggregates implemented by the solvers clingo and dlv can be characterized as extended First-Order formulas with intensional functions in the logic of Here-and-There. Furthermore, this characterization can be used to study the strong equivalence of programs with aggregates under either semantics. We also present a transformation that reduces the task of checking strong equivalence to reasoning in classical First-Order logic, which serves as a foundation for automating this procedure.",selector:section.abstract,abstract_found,
10.4018/979-8-3693-0074-9.ch010,https://doi.org/10.4018/979-8-3693-0074-9.ch010,https://services.igi-global.com/resolvedoi/resolve.aspx?doi=10.4018/979-8-3693-0074-9.ch010,services.igi-global.com,429.0,1.0,False,,,http_error,
10.4204/eptcs.416.24,https://doi.org/10.4204/eptcs.416.24,https://arxiv.org/abs/2407.06447v2,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2407.06447v2: Geospatial Trajectory Generation via Efficient Abduction: Deployment for Independent Testing,meta:name=description,abstract_found,
10.7551/mitpress/4316.003.0026,https://doi.org/10.7551/mitpress/4316.003.0026,https://direct.mit.edu/books/book/3894/chapter/163529/native-code-compilation-in-sicstus-prolog,direct.mit.edu,403.0,1.0,False,,,http_error,
10.4204/eptcs.416.41,https://doi.org/10.4204/eptcs.416.41,https://arxiv.org/abs/2502.09237v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2502.09237v1: Reliable Conversational Agents under ASP Control that Understand Natural Language,meta:name=description,abstract_found,
10.29007/lrph,https://doi.org/10.29007/lrph,https://easychair.org/publications/preprint/g1lV,easychair.org,200.0,1.0,True,"One of the most difficult problems in Artificial Intelligence is related to acquiring commonsense knowledge -- to create a collection of facts and information that an ordinary person should know. In this work, we present a system that, from a limited background knowledge, is able to learn to form simple concepts through interactive dialogue with a user. We approach the problem using a syntactic parser, along with a mechanism to check for synonymy, to translate sentences into a logical formulas represented in Event Calculus using Answer Set Programming (ASP). Reasoning and learning tasks are then automatically generated for the translated text, with learning being initiated through question and answering. The system is capable of learning with no contextual knowledge prior to the dialogue. The system has been evaluated on stories inspired by the Facebook's bAbI's question-answering tasks, and through appropriate question and answering is able to respond accurately to these dialogues.",label-sibling,abstract_found,
10.4204/eptcs.416.7,https://doi.org/10.4204/eptcs.416.7,https://arxiv.org/abs/2502.09215v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2502.09215v1: Architecture for Simulating Behavior Mode Changes in Norm-Aware Autonomous Agents,meta:name=description,abstract_found,
10.4204/eptcs.325.11,https://doi.org/10.4204/eptcs.325.11,https://arxiv.org/abs/2009.10237v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2009.10237v1: Solving Gossip Problems using Answer Set Programming: An Epistemic Planning Approach,meta:name=description,abstract_found,
10.4204/eptcs.439.35,https://doi.org/10.4204/eptcs.439.35,https://arxiv.org/abs/2601.03854v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2601.03854v1: Inductive First-Order Formula Synthesis by ASP: A Case Study in Invariant Inference,meta:name=description,abstract_found,
10.1017/s1471068424000383,https://doi.org/10.1017/s1471068424000383,https://www.cambridge.org/core/journals/theory-and-practice-of-logic-programming/article/reasoning-about-study-regulations-in-answer-set-programming/8869C24FEB04630CA9358B7E02E265D8,www.cambridge.org,200.0,2.0,True,"We are interested in automating reasoning with and about study regulations, catering to various stakeholders, ranging from administrators, over faculty, to students at different stages. Our work builds on an extensive analysis of various study programs at the University of Potsdam. The conceptualization of the underlying principles provides us with a formal account of study regulations. In particular, the formalization reveals the properties of admissible study plans. With these at end, we propose an encoding of study regulations in Answer Set Programming that produces corresponding study plans. Finally, we show how this approach can be extended to a generic user interface for exploring study plans.",meta:name=citation_abstract,abstract_found,
10.1109/cscc49995.2020.00008,https://doi.org/10.1109/cscc49995.2020.00008,https://ieeexplore.ieee.org/document/9402635/,ieeexplore.ieee.org,200.0,1.0,False,,,redirect_ok_abstract_not_found,
10.4204/eptcs.416.40,https://doi.org/10.4204/eptcs.416.40,https://arxiv.org/abs/2502.09236v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2502.09236v1: Early Validation of High-level Requirements on Cyber-Physical Systems,meta:name=description,abstract_found,
10.32657/10356/182530,https://doi.org/10.32657/10356/182530,https://dr.ntu.edu.sg/handle/10356/182530,dr.ntu.edu.sg,405.0,2.0,False,,,http_error,
10.1002/9781118936764.ch2,https://doi.org/10.1002/9781118936764.ch2,https://onlinelibrary.wiley.com/doi/10.1002/9781118936764.ch2,onlinelibrary.wiley.com,403.0,1.0,False,,,http_error,
10.1007/978-3-031-58202-8_16,https://doi.org/10.1007/978-3-031-58202-8_16,https://link.springer.com/chapter/10.1007/978-3-031-58202-8_16,link.springer.com,200.0,2.0,True,"Value-aware systems need to explicitly represent and reason with norms and values applicable to a problem domain. To this respect, a key question is to determine as to how far a particular legal model is aligned with a certain value system. In this paper, we apply...",meta:name=description,abstract_found,
10.4204/eptcs.439.2,https://doi.org/10.4204/eptcs.439.2,https://arxiv.org/abs/2601.04272v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2601.04272v1: Propositional Abduction via Only-Knowing: A Non-Monotonic Approach,meta:name=description,abstract_found,
10.4204/eptcs.416.2,https://doi.org/10.4204/eptcs.416.2,https://arxiv.org/abs/2502.09211v1,arxiv.org,200.0,2.0,True,Abstract page for arXiv paper 2502.09211v1: Visual Graph Question Answering with ASP and LLMs for Language Parsing,meta:name=description,abstract_found,
