title,venue,year,authors,doi,Label,id,abstract
Quantification and aggregation over concepts of the ontology.,iclp,2023,"Pierre Carbonnelle, Matthias Van der Hallen, Marc Denecker",10.4204/eptcs.385.22,4,104,"We argue that in some KR applications, we want to quantify over sets of concepts formally represented by symbols in the vocabulary. We show that this quantification should be distinguished from second-order quantification and meta-programming quantification. We also investigate the relationship with concepts in intensional logic. We present an extension of first-order logic to support such abstractions, and show that it allows writing expressions of knowledge that are elaboration tolerant. To avoid nonsensical sentences in this formalism, we refine the concept of well-formed sentences, and propose a method to verify well-formedness with a complexity that is linear with the number of tokens in the formula. We have extended FO(.), a Knowledge Representation language, and IDP-Z3, a reasoning engine for FO(.), accordingly. We show that this extension was essential in accurately modelling various problem domains in an elaboration-tolerant way, i.e., without reification."
Intelligent Instantiation and Supersafe Rules.,iclp,2016,"Gi Hyun Lim, Il Hong Suh",10.1007/s11370-010-0063-6,1,353,"Robot knowledge is considered to endow service robots with intelligence. In the real environments, robot knowledge needs to represent dynamically changing"
Knowledge-Based Stable Roommates Problems.,iclp,2025,Müge Fidan,10.1609/aaai.v40i48.42148,4,75,"Abstract The PhD studies of the author focus on a human-centered and computationally-challenging interdisciplinary problem of the Stable Roommates problem and its variations. Motivated by real-world applications, and by the fact that the Stable Roommates problem does not always admit a stable solution, the goal is to develop novel computational methods to solve these problems, that are not only computationally efficient but also yield solutions that are fair, personalized, and applicable in real-world to benefit humans."
Fixpoint Semantics for Recursive SHACL.,iclp,2021,"Bart Bogaerts, Maxime Jakubowski",10.4204/eptcs.345.14,1,4,"SHACL is a W3C-proposed language for expressing structural constraints on RDF graphs. The recommendation only specifies semantics for non-recursive SHACL; recently, some efforts have been made to allow recursive SHACL schemas. In this paper, we argue that for defining and studying semantics of recursive SHACL, lessons can be learned from years of research in non-monotonic reasoning. We show that from a SHACL schema, a three-valued semantic operator can directly be obtained. Building on Approximation Fixpoint Theory (AFT), this operator immediately induces a wide variety of semantics, including a supported, stable, and well-founded semantics, related in the expected ways. By building on AFT, a rich body of theoretical results becomes directly available for SHACL. As such, the main contribution of this short paper is providing theoretical foundations for the study of recursive SHACL, which can later enable an informed decision for an extension of the W3C recommendation."
Logic Programming with Extensible Types.,iclp,2025,"Ivan Perez, Angel Herranz",10.4204/eptcs.439.18,3,350,"Logic programming languages present clear advantages in terms of declarativeness and conciseness. However, the ideas of logic programming have been met with resistance in other programming communities, and have not generally been adopted by other paradigms and languages. This paper proposes a novel way to incorporate logic programming in an existing codebase in a typed functional programming language. Our approach integrates with the host language without sacrificing static typing, and leverages strengths of typed functional programming such as polymorphism and higher-order. We do so by combining three ideas. First, we use the extensible types technique to allow values of the host language to contain logic variables. Second, we implement a unification algorithm that works for any data structure that supports certain this http URL , we introduce a domain-specific language to define and query predicates. We demonstrate our proposal via a series of examples, and provide aids to make the notation convenient for users, showing that the proposed approach is not just technically possible but also practical. Our ideas have been implemented in the language Haskell with very good results."
"Graphical Conditions for the Existence, Unicity and Number of Regular Models.",iclp,2024,"Van-Giang Trinh, Belaid Benhamou, Sylvain Soliman, François Fages",10.4204/eptcs.416.16,1,135,"The regular models of a normal logic program are a particular type of partial (i.e. 3-valued) models which correspond to stable partial models with minimal undefinedness. In this paper, we explore graphical conditions on the dependency graph of a finite ground normal logic program to analyze the existence, unicity and number of regular models for the program. We show three main results: 1) a necessary condition for the existence of non-trivial (i.e. non-2-valued) regular models, 2) a sufficient condition for the unicity of regular models, and 3) two upper bounds for the number of regular models based on positive feedback vertex sets. The first two conditions generalize the finite cases of the two existing results obtained by You and Yuan (1994) for normal logic programs with well-founded stratification. The third result is also new to the best of our knowledge. Key to our proofs is a connection that we establish between finite ground normal logic programs and Boolean network theory."
Logic-based Composition of Business Process Models.,kr,2023,"Valeria Fionda, Antonio Ielo, Francesco Ricca",10.24963/kr.2023/27,2,585,"Process Mining is a family of techniques that exploit data collected from process execution to analyze and improve process efficiency, quality, and security. Over the years, many modeling languages..."
An Answer Set Programming Framework for Reasoning About Truthfulness of Statements by Agents.,iclp,2016,"Marcello Balduccini, Michael Gelfond, Enrico Pontelli, Tran Cao Son",10.24963/kr.2020/8,3,466,The paper proposes a framework for capturing how an agentâs beliefs evolve over time in response to observations and for answering the question of whether statements made by a third party can be ...
(Re)Integration of Logical English and s(CASP).,iclp,2023,,10.3403/01582237,4,10,BS ISO 13584-20:1998: The Standard for Industrial automation systems and integration. Parts library - Logical resource: Logical model of expressions
On the Trap Space Semantics of Normal Logic Programs.,iclp,2025,"Van-Giang Trinh, Sylvain Soliman, François Fages, Belaid Benhamou",10.4204/eptcs.439.21,4,528,"The logical semantics of normal logic programs has traditionally been based on the notions of Clark's completion and two-valued or three-valued canonical models, including supported, stable, regular, and well-founded models. Two-valued interpretations can also be seen as states evolving under a program's update operator, producing a transition graph whose fixed points and cycles capture stable and oscillatory behaviors, respectively. We refer to this view as dynamical semantics since it characterizes the program's meaning in terms of state-space trajectories, as first introduced in the stable (supported) class semantics. Recently, we have established a formal connection between Datalog^\neg programs (i.e., normal logic programs without function symbols) and Boolean networks, leading to the introduction of the trap space concept for Datalog^\neg programs. In this paper, we generalize the trap space concept to arbitrary normal logic programs, introducing trap space semantics as a new approach to their interpretation. This new semantics admits both model-theoretic and dynamical characterizations, providing a comprehensive approach to understanding program behavior. We establish the foundational properties of the trap space semantics and systematically relate it to the established model-theoretic semantics, including the stable (supported), stable (supported) partial, regular, and L-stable model semantics, as well as to the dynamical stable (supported) class semantics. Our results demonstrate that the trap space semantics offers a unified and precise framework for proving the existence of supported classes, strict stable (supported) classes, and regular models, in addition to uncovering and formalizing deeper relationships among the existing semantics of normal logic programs."
A Principle-based Framework for Analyzing Dialogue Game-based Semantics.,kr,2025,"Yamil O. Soto, Andrea Cohen, Cristhian Ariel D. Deagustini, Maria Vanina Martinez, Gerardo I. Simari",10.24963/kr.2025/54,3,283,"The dialogue game-based approach to argumentation semantics proposes to determine the acceptance status of arguments through two-party zero-sum dialogue games. Furthermore, by selecting different s..."
Compilation of Aggregates in ASP.,iclp,2021,Giuseppe Mazzotta,10.4204/eptcs.345.45,2,430,"Answer Set Programming (ASP) is a well-known problem-solving formalism in computational logic. Nowadays, ASP is used in many real world scenarios thanks to ASP solvers. Standard evaluation of ASP programs suffers from an intrinsic limitation, knows as Grounding Bottleneck, due to the grounding of some rules that could fit all the available memory. As a result, there exist instances of real world problems that are untractable using the standard Ground and Solve approach. In order to tackle this problem, different strategies have been proposed. Among them we focus on a recent approach based on compilation of problematic constraints as propagators, which revealed to be very promising but is currently limited to constraints without aggregates. Since aggregates are widely used in ASP, in this paper we extend such an approach also to constraints containing aggregates. Good results, that proof the effectiveness of the proposed approach, have been reached."
Exploring Desirable Configurations in Global Logistics with Heuristic Search in Answer Set Programming.,kr,2025,"Olcay Altay-Kern, Emmanuelle Dietz, Isabelle Kuhlmann, Matthias Thimm",10.24963/kr.2025/56,5,440,"In the design of global logistics problems, the solution spaces are typically extremely large. To demonstrate how these challenges can be addressed in Answer Set Programming (ASP), this work inves..."
Translating Definitions into the Language of Logic Programming: A Case Study.,iclp,2022,Christopher John Hogger,10.1093/oso/9780198538202.003.0010,5,202,"A literal is either an atomic formula or a negated atomic formula, as in theseThe first kind is called a positive literal and the second kind is called a negative literal. The use of the word atom in many Edinburgh Prolog texts refers there to what we are calling a constant, not to what we are calling an atomic formula; this confusion of terminology is the fault of certain-persons-who­shall-not-be-named who sought to import LISP terminology into Prolog."
Context-Based Belief Revision.,kr,2025,Bernhard Nebel,10.1017/cbo9780511526664.003,1,49,"Belief revision is the process of incorporating new information into a knowledge base while preserving consistency. Recently, belief revision has received a lot of attention in AI, which led to a number of different proposals for different applications (Ginsberg 1986; Ginsberg, Smith 1987; Dalal 1988; Gärdenfors, Makinson 1988; Winslett 1988; Myers, Smith 1988; Rao, Foo 1989; Nebel 1989; Winslett 1989; Katsuno, Mendelzon 1989; Katsuno, Mendelzon 1991; Doyle 1990). Most of this research has been considerably influenced by approaches in philosophical logic, in particular by Gärdenfors and his colleagues (Alchourrón, Gärdenfors, Makinson 1985; Gärdenfors 1988), who developed the logic of theory change, also called theory of epistemic change. This theory formalizes epistemic states as deductively closed theories and defines different change operations on such epistemic states."
A Family of Decidable Bi-intuitionistic Modal Logics.,kr,2023,"David Fernández-Duque, Brett McLean, Lukas Zenger",10.24963/kr.2023/26,1,490,We investigate intuitionistic logics extended both with the co-implication connective of Hilbert-Brouwer logic and with diamond and box modalities. We use a Kripke semantics based on frames with tw...
Picat Through the Lens of Advent of Code.,iclp,2025,"Neng-Fa Zhou, Cristian Grozea, Håkan Kjellerstrand, Oisín Mac Fhearaí",10.4204/eptcs.439.36,1,393,"Picat is a logic-based, multi-paradigm programming language that integrates features from logic, functional, constraint, and imperative programming paradigms. This paper presents solutions to several problems from the 2024 Advent of Code (AoC). While AoC problems are not designed for any specific programming language, certain problem types, such as reverse engineering and path-finding, are particularly well-suited to Picat due to its built-in constraint solving, pattern matching, backtracking, and dynamic programming with tabling. This paper demonstrates that Picat's features, especially its SAT-based constraint solving and tabling, enable concise, declarative, and highly efficient implementations of problems that would require significantly more effort in imperative languages."
Tutorial: Automating Commonsense Reasoning.,iclp,2022,,10.1016/b978-0-12-801416-5.09988-5,5,516,"A comprehensive exposition of reasoning about actions and change using the circumscription-based Event Calculus. The book has an excellent up-to-date bibliography on actions and change. Chitta Baral, Arizona State University Central to the idea of Artificial Intelligence is getting computers to understand simple facts about people and everyday life-what we call Common Sense. Amid the technical discussions about inference algorithms and knowledge representation, a larger question arises: What have we actually learned in the past 30 years about how to put Commonsense knowledge in computers? Look no further than Erik Mueller’s Commonsense Reasoning for a deep and insightful survey of the state of the art in this topic. Some say that Commonsense defies logic; here Mueller shows that logic, at least, can put up a good fight. Henry Lieberman, MIT Media Laboratory Erik Mueller has given the most thorough treatment of commonsense knowledge and reasoning yet to appear. John McCarthy, Stanford University The strength of this book is that it uses a uniform representation formalism, the event calculus, to solve a variety of commonsense reasoning problems. Researchers will find the book an inspiring tool which provides many ideas for applications of action formalisms. Thanks to both the exemplary presentation style and numerous examples, the book is also well-suited for teachers and students alike. Michael Thielscher, Dresden University of Technology Developing systems that can perform actions and deal with change is a major challenge in intelligent system design, because it requires the construction of sophisticated models for knowledge representation and reasoning. This book provides important ideas and methods which can be used to model commonsense reasoning about events in complex and dynamic environments. The content is well thought out, and difficult topics are presented in highly accessible ways. The author tells a compelling story that highlights the utility of event calculus for applications that require commonsense models of action and change. Mary-Anne Williams, University of Technology, Sydney, and Knowledge Representation and Reasoning Inc."
Probabilistic HTN Planning: Formalization and Computational Complexity Analysis.,kr,2025,"Mohammad Yousefi, Johannes Schmalz, Patrik Haslum, Pascal Bercher",10.24963/kr.2025/84,2,250,"Hierarchical Task Network (HTN) planning is an approach to sequential decision making that allows expressing complex grammar-like path constraints. In this paper, we first introduce an extension to..."
A Simple Complete Search for Logic Programming.,iclp,2017,"Jason Hemann, Daniel P. Friedman, William E. Byrd, Matthew Might",10.1145/2989225.2989230,5,392,"We present a straightforward, call-by-value embedding of a small logic programming language with a simple complete search. We construct the entire language in 54 lines of Racket---half of which implement unification. We then layer over it, in 43 lines, a reconstruction of an existing logic programming language, miniKanren, and attest to our implementation's pedagogical value. Evidence suggests our combination of expressiveness, concision, and elegance is compelling: since microKanren's release, it has spawned over 50 embeddings in over two dozen host languages, including Go, Haskell, Prolog and Smalltalk."
Formalizing Informal Logic and Natural Language Deductivism.,iclp,2021,"Douglas Walton, Thomas F. Gordon",10.22329/il.v35i4.4335,3,206,"Abstract This paper presents a formalization of informal logic using the Carneades Argumentation System (CAS), a formal, computational model of argument that consists of a formal model of argument graphs and audiences. Conflicts between pro and con arguments are resolved using proof standards, such as preponderance of the evidence. CAS also formalizes argumentation schemes. Schemes can be used to check whether a given argument instantiates the types of argument deemed normatively appropriate for the type of dialogue."
Counterfactual Explanations as Plans.,iclp,2024,Vaishak Belle,10.4204/eptcs.416.14,1,483,"There has been considerable recent interest in explainability in AI, especially with black-box machine learning models. As correctly observed by the planning community, when the application at hand is not a single-shot decision or prediction, but a sequence of actions that depend on observations, a richer notion of explanations are desirable. In this paper, we look to provide a formal account of ``counterfactual explanations,"" based in terms of action sequences. We then show that this naturally leads to an account of model reconciliation, which might take the form of the user correcting the agent's model, or suggesting actions to the agent's plan. For this, we will need to articulate what is true versus what is known, and we appeal to a modal fragment of the situation calculus to formalise these intuitions. We consider various settings: the agent knowing partial truths, weakened truths and having false beliefs, and show that our definitions easily generalize to these different settings."
Declarative Algorithms in Datalog with Extrema: Their Formal Semantics Simplified.,iclp,2018,"Jin Wang, Jiacheng Wu, Mingda Li, Jiaqi Gu, Ariyam Das, Carlo Zaniolo",10.1007/s00778-021-00665-6,3,508,"With an escalating arms race to adopt machine learning (ML) in diverse application domains, there is an urgent need to support declarative machine learning"
Planning and Scheduling in Digital Health with Answer Set Programming.,iclp,2022,Marco Mochi,10.4204/eptcs.364.38,5,216,"In the hospital world there are several complex combinatory problems, and solving these problems is important to increase the degree of patients' satisfaction and the quality of care offered. The problems in the healthcare are complex since to solve them several constraints and different type of resources should be taken into account. Moreover, the solutions must be evaluated in a small amount of time to ensure the usability in real scenarios. We plan to propose solutions to these kind of problems both expanding already tested solutions and by modelling solutions for new problems, taking into account the literature and by using real data when available. Solving these kind of problems is important but, since the European Commission established with the General Data Protection Regulation that each person has the right to ask for explanation of the decision taken by an AI, without developing Explainability methodologies the usage of AI based solvers e.g. those based on Answer Set programming will be limited. Thus, another part of the research will be devoted to study and propose new methodologies for explaining the solutions obtained."
Sorting Strategies for Interactive Conflict Resolution in ASP.,iclp,2023,"Andre Thevapalan, Gabriele Kern-Isberner",10.4204/eptcs.385.13,2,474,"Answer set programs in practice are often subject to change. This can lead to inconsistencies in the modified program due to conflicts between rules which are the results of the derivation of strongly complementary literals. To facilitate the maintenance of consistency in answer set programs, in this paper we continue work on a recently presented framework that implements interactive conflict resolution by extending the bodies of conflicting rules by suitable literals, so-called $\lambda$-extensions. More precisely, we present strategies to choose $\lambda$-extensions that allow for resolving several conflicts at a time in an order that aims at minimizing (cognitive) efforts. In particular, we present a graphical representation of connections between conflicts and their possible solutions. Such a representation can be utilized to efficiently guide the user through the conflict resolution process by displaying conflicts and suggesting solutions in a suitable order."
RestKB: A Library of Commonsense Knowledge about Dining at a Restaurant.,iclp,2019,Daniela Inclezan,10.4204/eptcs.306.19,3,118,"This paper presents a library of commonsense knowledge, RestKB, developed in modular action language ALM and containing background knowledge relevant to the understanding of restaurant narratives, including stories that describe exceptions to the normal unfolding of such scenarios. We highlight features that KR languages must possess in order to be able to express pertinent knowledge, and expand action language ALM as needed. We show that encoding the knowledge base in ALM facilitates its piecewise construction and testing, and improves the generality and quality of the captured information, in comparison to an initial ASP encoding. The knowledge base was used in a system for reasoning about stereotypical activities, evaluated on the restaurant domain."
NeSyFOLD: Extracting Logic Programs from Convolutional Neural Networks.,iclp,2023,"Jens Lehmann, Sebastian Bader, Pascal Hitzler",10.1007/s10489-008-0142-y,5,50,Artificial neural networks can be trained to perform excellently in many application areas. Whilst they can learn from raw data to solve sophisticated reco
Interactive Explanations by Conflict Resolution via Argumentative Exchanges.,kr,2023,"Antonio Rago, Hengzhi Li, Francesca Toni",10.24963/kr.2023/57,3,180,"As the field of explainable AI (XAI) is maturing, calls for interactive explanations for (the outputs of) AI models are growing, but the state-of-the-art predominantly focuses on static explanation..."
Probabilistic Synthesis and Verification for LTL on Finite Traces.,kr,2024,"Benjamin Aminof, Linus Cooper, Sasha Rubin, Moshe Y. Vardi, Florian Zuleger",10.24963/kr.2024/3,3,100,We study synthesis and verification of probabilistic models and specifications over finite traces. Probabilistic models are formalized in this work as Markov Chains and Markov Decisions Process...
Nemo: Your Friendly and Versatile Rule Reasoning Toolkit.,kr,2024,"Alex Ivliev, Lukas Gerlach, Simon Meusel, Jakob Steinberg, Markus Krötzsch",10.24963/kr.2024/70,4,279,"We present Nemo, a toolkit for rule-based reasoning and data processing that emphasises robustness and ease of use. Nemoâs core is a scalable and efficient main-memory reasoner that supports an exp..."
On Computing Universal Plans for Partially Observable Multi-Agent Path Finding.,iclp,2025,"Fengming Zhu, Fangzhen Lin",10.4204/eptcs.439.11,1,213,"Multi-agent routing problems have gained significant attention recently due to their wide range of industrial applications, ranging from logistics warehouse automation to indoor service robots. Conventionally, they are modeled as classical planning problems. In this paper, we argue that it can be beneficial to formulate them as universal planning problems, particularly when the agents are autonomous entities and may encounter unforeseen situations. We therefore propose universal plans, also known as policies, as the solution concept, and implement a system based on Answer Set Programming (ASP) to compute them. Given an arbitrary two-dimensional map and a profile of goals for a group of partially observable agents, the system translates the problem configuration into logic programs and finds a feasible universal plan for each agent, mapping its observations to actions while ensuring that there are no collisions with other agents. We use the system to conduct experiments and obtain findings regarding the types of goal profiles and environments that lead to feasible policies, as well as how feasibility may depend on the agents' sensors. We also demonstrate how users can customize action preferences to compute more efficient policies, even (near-)optimal ones. The code is available at this https URL ."
Correcting Autonomous Driving Object Detection Misclassifications with Automated Commonsense Reasoning.,iclp,2025,"Keegan Kimbrell, Wang Tianhao, Feng Chen, Gopal Gupta",10.4204/eptcs.439.10,2,264,"Autonomous Vehicle (AV) technology has been heavily researched and sought after, yet there are no SAE Level 5 AVs available today in the marketplace. We contend that over-reliance on machine learning technology is the main reason. Use of automated commonsense reasoning technology, we believe, can help achieve SAE Level 5 autonomy. In this paper, we show how automated common-sense reasoning technology can be deployed in situations where there are not enough data samples available to train a deep learning-based AV model that can handle certain abnormal road scenarios. Specifically, we consider two situations where (i) a traffic signal is malfunctioning at an intersection and (ii) all the cars ahead are slowing down and steering away due to an unexpected obstruction (e.g., animals on the road). We show that in such situations, our commonsense reasoning-based solution accurately detects traffic light colors and obstacles not correctly captured by the AV's perception model. We also provide a pathway for efficiently invoking commonsense reasoning by measuring uncertainty in the computer vision model and using commonsense reasoning to handle uncertain scenarios. We describe our experiments conducted using the CARLA simulator and the results obtained. The main contribution of our research is to show that automated commonsense reasoning effectively corrects AV-based object detection misclassifications and that hybrid models provide an effective pathway to improving AV perception."
Simple Contrapositive Assumption-Based Argumentation with Partially-Ordered Preferences.,kr,2023,"Ofer Arieli, Jesse Heyninck",10.24963/kr.2023/6,3,478,"We show that assumption-based argumentation frameworks, based on contrapositive logics and partially-ordered preference functions, provide a solid platform for argumentation-based reasoning. Two us..."
Structural Decompositions of Epistemic Logic Programs.,iclp,2020,"Markus Hecher, Michael Morak, Stefan Woltran",10.1609/aaai.v34i03.5672,2,32,"Abstract Epistemic logic programs (ELPs) are a popular generalization of standard Answer Set Programming (ASP) providing means for reasoning over answer sets within the language. This richer formalism comes at the price of higher computational complexity reaching up to the fourth level of the polynomial hierarchy. However, in contrast to standard ASP, dedicated investigations towards tractability have not been undertaken yet. In this paper, we give first results in this direction and show that central ELP problems can be solved in linear time for ELPs exhibiting structural properties in terms of bounded treewidth. We also provide a full dynamic programming algorithm that adheres to these bounds. Finally, we show that applying treewidth to a novel dependency structure—given in terms of epistemic literals—allows to bound the number of ASP solver calls in typical ELP solving procedures."
exp(ASPc): Explaining ASP Programs with Choice Atoms and Constraint Rules.,iclp,2021,"Ly Ly Trieu, Tran Cao Son, Marcello Balduccini",10.4204/eptcs.345.28,5,458,"We present an enhancement of exp(ASP), a system that generates explanation graphs for a literal l - an atom a or its default negation ~a - given an answer set A of a normal logic program P, which explain why l is true (or false) given A and P. The new system, exp(ASPc), differs from exp(ASP) in that it supports choice rules and utilizes constraint rules to provide explanation graphs that include information about choices and constraints."
Conditional Splittings of Belief Bases and Nonmonotonic Inference with c-Representations.,kr,2024,"Christoph Beierle, Lars-Phillip Spiegel, Jonas Haldimann, Marco Wilhelm, Jesse Heyninck, Gabriele Kern-Isberner",10.24963/kr.2024/10,1,501,The concept of conditional syntax splitting for inductive inference from conditional belief bases has been proposed as a generalization of syntax splitting which also covers cases where the con...
Towards Structure Learning under the Credal Semantics.,iclp,2020,Derek Shiller,10.4324/9780429331169-6,1,312,"This paper offers a noncognitivist characterization of moral attitudes, according to which moral attitudes count as such because of their inclusion of moral"
"Proceedings of the 9th Workshop on Advances in Argumentation in Artificial Intelligence (AI3 2025) co-located with the 41st International Conference on Logic Programming (ICLP 2025), Rende, Italy, September 13, 2025.",iclp,2025,"José Júlio Alferes, Luís Moniz Pereira",10.1007/bfb0030657,1,91,"We contend that the well-founded semantics (WFS), for normal program, and similarly the well-founded semantics with explicit negation (WFSX), for extended ones are, by design, overly careful in deciding about the falsity of some atoms, by leaving them undefined...."
A Tractable Logic for Molecular Biology.,iclp,2019,"Adrien Husson, Jean Krivine",10.4204/eptcs.306.17,3,476,"We introduce a logic for knowledge representation and reasoning on protein-protein interactions. Modulo a theory, formulas describe protein structures and dynamic changes. They can be composed in order to add or remove static and dynamic observations. A second-order circumscription operator then enables nonmonotonic reasoning on the changes implied by a formula. We introduce deduction rules that produce formulas which are, up to equivalence, in a first-order fragment with decidable satisfiability and validity. Importantly, the rules can produce circumscribed formulas."
Cognitively Adequate Complexity of Reasoning in a Description Logic.,kr,2023,F. M. Donini,10.1017/cbo9780511711787.005,3,9,"We present lower bounds on the computational complexity of satisfiability and subsumption in several Description Logics. We interpret these lower bounds as coming from different “sources of complexity”, which we isolate one by one. We consider both reasoning with simple concept expressions and reasoning with an underlying TBox. We discuss also complexity of instance checking in simple ABoxes. We have tried to enhance clarity and ease of presentation, sometimes sacrificing exhaustiveness for lack of space."
An Analysis of Gibbs Sampling for Probabilistic Logic Programs.,iclp,2020,,10.7551/mitpress/4304.003.0016,2,280,"There are many applications where the precise time at which an event will occur (or has occurred) is uncertain. Temporal probabilistic logic programs (TPLPs) allow a programiner to express knowledge about such events. In this paper, we develop a model theory, fixpoint theory, and proof theory for TPLPs, and show that the fixpoint theory may be ased to enumerate con- sequences of a TPLP in a sound and complete manner. Likewise the proof theory provides a sound and complete inference system. Last, but not least, we provide complexity results for TPLPs, showing in particular, that reason- able classes of TPLPs have polynomial data complexity."
Rule Based Temporal Inference.,iclp,2017,"Fangyi Li, Qiang Shen",10.1007/978-981-97-0491-0_5,5,429,"Many computational techniques have been established to perform approximate reasoning, including the popular compositional rule of inference (CRI) [15], approximate analogical reasoning schema (AARS) [11, 12], and Takagi-Sugeno (TS) interpretation [10]. In particular,..."
The Janus System: Multi-paradigm Programming in Prolog and Python.,iclp,2023,"Theresa Swift, Carl Andersen",10.4204/eptcs.385.24,1,455,"Python and Prolog express different programming paradigms, with different strengths. Python is wildly popular because it is well-structured, easy to use, and mixes well with thousands of scientific and machine learning programs written in C. Prolog's logic-based approach provides powerful reasoning capabilities, especially when combined with constraint evaluation, probabilistic reasoning, well-founded negation, and other advances. Both languages have commonalities as well: both are usually written in C, both are dynamically typed, and both use data structures based on a small number of recursive types. This paper describes the design and implementation of Janus, a system that tightly combines Prolog and Python into a single process. Janus bi-translates data structures and offers performance of many hundreds of thousands of round-trip inter-language calls per second. Although Janus is still new, it has been used in commercial applications including natural language processing, visual query answering and robotic automation. Janus was developed for XSB, but porting Janus code to a second Prolog has been straightforward, indicating that Janus is a tool that other Prologs may easily adopt."
Value of Information in Probabilistic Logic Programs.,iclp,2019,"Sarthak Ghosh, C. R. Ramakrishnan",10.4204/eptcs.306.14,5,77,"In medical decision making, we have to choose among several expensive diagnostic tests such that the certainty about a patient's health is maximized while remaining within the bounds of resources like time and money. The expected increase in certainty in the patient's condition due to performing a test is called the value of information (VoI) for that test. In general, VoI relates to acquiring additional information to improve decision-making based on probabilistic reasoning in an uncertain system. This paper presents a framework for acquiring information based on VoI in uncertain systems modeled as Probabilistic Logic Programs (PLPs). Optimal decision-making in uncertain systems modeled as PLPs have already been studied before. But, acquiring additional information to further improve the results of making the optimal decision has remained open in this context. We model decision-making in an uncertain system with a PLP and a set of top-level queries, with a set of utility measures over the distributions of these queries. The PLP is annotated with a set of atoms labeled as ""observable""; in the medical diagnosis example, the observable atoms will be results of diagnostic tests. Each observable atom has an associated cost. This setting of optimally selecting observations based on VoI is more general than that considered by any prior work. Given a limited budget, optimally choosing observable atoms based on VoI is intractable in general. We give a greedy algorithm for constructing a ""conditional plan"" of observations: a schedule where the selection of what atom to observe next depends on earlier observations. We show that, preempting the algorithm anytime before completion provides a usable result, the result improves over time, and, in the absence of a well-defined budget, converges to the optimal solution."
Axiomatization of Approximate Exclusion.,kr,2024,Matilda Häggblom,10.24963/kr.2024/38,1,387,"We define and axiomatize approximate exclusion atoms in the team semantic setting. A team is a set of assignments, which can be seen as a mathematical model of a uni-relational database. We say tha..."
LTL Synthesis Under Multi-Agent Environment Assumptions.,kr,2025,"Benjamin Aminof, Giuseppe De Giacomo, Giuseppe Perelli, Sasha Rubin",10.24963/kr.2025/69,1,408,"We investigate LTL synthesis under structured assumptions about the environment. In our setting, the environment is viewed by the protagonist as a collection of peer agents acting together in a ..."
Towards One-Shot Learning for Text Classification using Inductive Logic Programming.,iclp,2023,"Ghazal Afroozi Milani, Daniel Cyrus, Alireza Tamaddoni-Nezhad",10.4204/eptcs.385.9,4,278,"With the ever-increasing potential of AI to perform personalised tasks, it is becoming essential to develop new machine learning techniques which are data-efficient and do not require hundreds or thousands of training data. In this paper, we explore an Inductive Logic Programming approach for one-shot text classification. In particular, we explore the framework of Meta-Interpretive Learning (MIL), along with using common-sense background knowledge extracted from ConceptNet. Results indicate that MIL can learn text classification rules from a small number of training examples. Moreover, the higher complexity of chosen examples, the higher accuracy of the outcome."
An s(CASP) In-Browser Playground based on Ciao Prolog.,iclp,2022,"Daniela Ferreiro, José F. Morales, Salvador Abreu, Manuel V. Hermenegildo",10.4204/eptcs.385.33,1,227,"Active Logic Documents (ALD) are web pages which incorporate embedded Prolog engines that run locally within the browser. ALD offers both a very easy way to add click-to-run capabilities to any kind of teaching materials, independently of the tool used to generate them, as well as a tool-set for generating web-based materials with embedded examples and exercises. Both leverage on (components of) the Ciao Prolog Playground. We present a demonstration of the ALD approach and the Ciao Prolog Playground, as well as a recent extension to ALDs to facilitate the integration of other tools into the system for creating Hybrid Active Logic Documents (HALD). We also present a concrete application of these technologies to the creation of tutorials for a program verification tool."
A Machine Learning guided Rewriting Approach for ASP Logic Programs.,iclp,2020,"Elena Mastria, Jessica Zangari, Simona Perri, Francesco Calimeri",10.4204/eptcs.325.31,5,480,"Answer Set Programming (ASP) is a declarative logic formalism that allows to encode computational problems via logic programs. Despite the declarative nature of the formalism, some advanced expertise is required, in general, for designing an ASP encoding that can be efficiently evaluated by an actual ASP system. A common way for trying to reduce the burden of manually tweaking an ASP program consists in automatically rewriting the input encoding according to suitable techniques, for producing alternative, yet semantically equivalent, ASP programs. However, rewriting does not always grant benefits in terms of performance; hence, proper means are needed for predicting their effects with this respect. In this paper we describe an approach based on Machine Learning (ML) to automatically decide whether to rewrite. In particular, given an ASP program and a set of input facts, our approach chooses whether and how to rewrite input rules based on a set of features measuring their structural properties and domain information. To this end, a Multilayer Perceptrons model has then been trained to guide the ASP grounder I-DLV on rewriting input rules. We report and discuss the results of an experimental evaluation over a prototypical implementation."
How Lucky Are You to Know Your Way? A Probabilistic Approach to Knowing How Logics.,kr,2025,"Pablo F. Castro, Pedro R. D'Argenio, Raul Fervari",10.24963/kr.2025/23,5,486,"We introduce a probabilistic version of knowing-how modal logics. More precisely, our logics extend extant approaches to model the ability of an agent to achieve a given goal with a certain proba..."
