title,venue,year,authors,doi,Label,id,abstract
Exploring Desirable Configurations in Global Logistics with Heuristic Search in Answer Set Programming.,kr,2025,"Olcay Altay-Kern, Emmanuelle Dietz, Isabelle Kuhlmann, Matthias Thimm",10.24963/kr.2025/56,5,440,"In the design of global logistics problems, the solution spaces are typically extremely large. To demonstrate how these challenges can be addressed in Answer Set Programming (ASP), this work inves..."
Translating Definitions into the Language of Logic Programming: A Case Study.,iclp,2022,Christopher John Hogger,10.1093/oso/9780198538202.003.0010,5,202,
Context-Based Belief Revision.,kr,2025,Bernhard Nebel,10.1017/cbo9780511526664.003,1,49,
A Family of Decidable Bi-intuitionistic Modal Logics.,kr,2023,"David Fernández-Duque, Brett McLean, Lukas Zenger",10.24963/kr.2023/26,1,490,We investigate intuitionistic logics extended both with the co-implication connective of Hilbert-Brouwer logic and with diamond and box modalities. We use a Kripke semantics based on frames with tw...
Picat Through the Lens of Advent of Code.,iclp,2025,"Neng-Fa Zhou, Cristian Grozea, Håkan Kjellerstrand, Oisín Mac Fhearaí",10.4204/eptcs.439.36,1,393,"Picat is a logic-based, multi-paradigm programming language that integrates features from logic, functional, constraint, and imperative programming paradigms. This paper presents solutions to several problems from the 2024 Advent of Code (AoC). While AoC problems are not designed for any specific programming language, certain problem types, such as reverse engineering and path-finding, are particularly well-suited to Picat due to its built-in constraint solving, pattern matching, backtracking, and dynamic programming with tabling. This paper demonstrates that Picat's features, especially its SAT-based constraint solving and tabling, enable concise, declarative, and highly efficient implementations of problems that would require significantly more effort in imperative languages."
Tutorial: Automating Commonsense Reasoning.,iclp,2022,,10.1016/b978-0-12-801416-5.09988-5,5,516,
Probabilistic HTN Planning: Formalization and Computational Complexity Analysis.,kr,2025,"Mohammad Yousefi, Johannes Schmalz, Patrik Haslum, Pascal Bercher",10.24963/kr.2025/84,2,250,"Hierarchical Task Network (HTN) planning is an approach to sequential decision making that allows expressing complex grammar-like path constraints. In this paper, we first introduce an extension to..."
A Simple Complete Search for Logic Programming.,iclp,2017,"Jason Hemann, Daniel P. Friedman, William E. Byrd, Matthew Might",10.1145/2989225.2989230,5,392,
Formalizing Informal Logic and Natural Language Deductivism.,iclp,2021,"Douglas Walton, Thomas F. Gordon",10.22329/il.v35i4.4335,3,206,"Abstract This paper presents a formalization of informal logic using the Carneades Argumentation System (CAS), a formal, computational model of argument that consists of a formal model of argument graphs and audiences. Conflicts between pro and con arguments are resolved using proof standards, such as preponderance of the evidence. CAS also formalizes argumentation schemes. Schemes can be used to check whether a given argument instantiates the types of argument deemed normatively appropriate for the type of dialogue."
Counterfactual Explanations as Plans.,iclp,2024,Vaishak Belle,10.4204/eptcs.416.14,1,483,"There has been considerable recent interest in explainability in AI, especially with black-box machine learning models. As correctly observed by the planning community, when the application at hand is not a single-shot decision or prediction, but a sequence of actions that depend on observations, a richer notion of explanations are desirable. In this paper, we look to provide a formal account of ``counterfactual explanations,"" based in terms of action sequences. We then show that this naturally leads to an account of model reconciliation, which might take the form of the user correcting the agent's model, or suggesting actions to the agent's plan. For this, we will need to articulate what is true versus what is known, and we appeal to a modal fragment of the situation calculus to formalise these intuitions. We consider various settings: the agent knowing partial truths, weakened truths and having false beliefs, and show that our definitions easily generalize to these different settings."
Declarative Algorithms in Datalog with Extrema: Their Formal Semantics Simplified.,iclp,2018,"Jin Wang, Jiacheng Wu, Mingda Li, Jiaqi Gu, Ariyam Das, Carlo Zaniolo",10.1007/s00778-021-00665-6,3,508,"With an escalating arms race to adopt machine learning (ML) in diverse application domains, there is an urgent need to support declarative machine learning"
Planning and Scheduling in Digital Health with Answer Set Programming.,iclp,2022,Marco Mochi,10.4204/eptcs.364.38,5,216,"In the hospital world there are several complex combinatory problems, and solving these problems is important to increase the degree of patients' satisfaction and the quality of care offered. The problems in the healthcare are complex since to solve them several constraints and different type of resources should be taken into account. Moreover, the solutions must be evaluated in a small amount of time to ensure the usability in real scenarios. We plan to propose solutions to these kind of problems both expanding already tested solutions and by modelling solutions for new problems, taking into account the literature and by using real data when available. Solving these kind of problems is important but, since the European Commission established with the General Data Protection Regulation that each person has the right to ask for explanation of the decision taken by an AI, without developing Explainability methodologies the usage of AI based solvers e.g. those based on Answer Set programming will be limited. Thus, another part of the research will be devoted to study and propose new methodologies for explaining the solutions obtained."
Sorting Strategies for Interactive Conflict Resolution in ASP.,iclp,2023,"Andre Thevapalan, Gabriele Kern-Isberner",10.4204/eptcs.385.13,2,474,"Answer set programs in practice are often subject to change. This can lead to inconsistencies in the modified program due to conflicts between rules which are the results of the derivation of strongly complementary literals. To facilitate the maintenance of consistency in answer set programs, in this paper we continue work on a recently presented framework that implements interactive conflict resolution by extending the bodies of conflicting rules by suitable literals, so-called $\lambda$-extensions. More precisely, we present strategies to choose $\lambda$-extensions that allow for resolving several conflicts at a time in an order that aims at minimizing (cognitive) efforts. In particular, we present a graphical representation of connections between conflicts and their possible solutions. Such a representation can be utilized to efficiently guide the user through the conflict resolution process by displaying conflicts and suggesting solutions in a suitable order."
RestKB: A Library of Commonsense Knowledge about Dining at a Restaurant.,iclp,2019,Daniela Inclezan,10.4204/eptcs.306.19,3,118,"This paper presents a library of commonsense knowledge, RestKB, developed in modular action language ALM and containing background knowledge relevant to the understanding of restaurant narratives, including stories that describe exceptions to the normal unfolding of such scenarios. We highlight features that KR languages must possess in order to be able to express pertinent knowledge, and expand action language ALM as needed. We show that encoding the knowledge base in ALM facilitates its piecewise construction and testing, and improves the generality and quality of the captured information, in comparison to an initial ASP encoding. The knowledge base was used in a system for reasoning about stereotypical activities, evaluated on the restaurant domain."
NeSyFOLD: Extracting Logic Programs from Convolutional Neural Networks.,iclp,2023,"Jens Lehmann, Sebastian Bader, Pascal Hitzler",10.1007/s10489-008-0142-y,5,50,Artificial neural networks can be trained to perform excellently in many application areas. Whilst they can learn from raw data to solve sophisticated reco
Interactive Explanations by Conflict Resolution via Argumentative Exchanges.,kr,2023,"Antonio Rago, Hengzhi Li, Francesca Toni",10.24963/kr.2023/57,3,180,"As the field of explainable AI (XAI) is maturing, calls for interactive explanations for (the outputs of) AI models are growing, but the state-of-the-art predominantly focuses on static explanation..."
Probabilistic Synthesis and Verification for LTL on Finite Traces.,kr,2024,"Benjamin Aminof, Linus Cooper, Sasha Rubin, Moshe Y. Vardi, Florian Zuleger",10.24963/kr.2024/3,3,100,We study synthesis and verification of probabilistic models and specifications over finite traces. Probabilistic models are formalized in this work as Markov Chains and Markov Decisions Process...
Nemo: Your Friendly and Versatile Rule Reasoning Toolkit.,kr,2024,"Alex Ivliev, Lukas Gerlach, Simon Meusel, Jakob Steinberg, Markus Krötzsch",10.24963/kr.2024/70,4,279,"We present Nemo, a toolkit for rule-based reasoning and data processing that emphasises robustness and ease of use. Nemoâs core is a scalable and efficient main-memory reasoner that supports an exp..."
On Computing Universal Plans for Partially Observable Multi-Agent Path Finding.,iclp,2025,"Fengming Zhu, Fangzhen Lin",10.4204/eptcs.439.11,1,213,"Multi-agent routing problems have gained significant attention recently due to their wide range of industrial applications, ranging from logistics warehouse automation to indoor service robots. Conventionally, they are modeled as classical planning problems. In this paper, we argue that it can be beneficial to formulate them as universal planning problems, particularly when the agents are autonomous entities and may encounter unforeseen situations. We therefore propose universal plans, also known as policies, as the solution concept, and implement a system based on Answer Set Programming (ASP) to compute them. Given an arbitrary two-dimensional map and a profile of goals for a group of partially observable agents, the system translates the problem configuration into logic programs and finds a feasible universal plan for each agent, mapping its observations to actions while ensuring that there are no collisions with other agents. We use the system to conduct experiments and obtain findings regarding the types of goal profiles and environments that lead to feasible policies, as well as how feasibility may depend on the agents' sensors. We also demonstrate how users can customize action preferences to compute more efficient policies, even (near-)optimal ones. The code is available at this https URL ."
Correcting Autonomous Driving Object Detection Misclassifications with Automated Commonsense Reasoning.,iclp,2025,"Keegan Kimbrell, Wang Tianhao, Feng Chen, Gopal Gupta",10.4204/eptcs.439.10,2,264,"Autonomous Vehicle (AV) technology has been heavily researched and sought after, yet there are no SAE Level 5 AVs available today in the marketplace. We contend that over-reliance on machine learning technology is the main reason. Use of automated commonsense reasoning technology, we believe, can help achieve SAE Level 5 autonomy. In this paper, we show how automated common-sense reasoning technology can be deployed in situations where there are not enough data samples available to train a deep learning-based AV model that can handle certain abnormal road scenarios. Specifically, we consider two situations where (i) a traffic signal is malfunctioning at an intersection and (ii) all the cars ahead are slowing down and steering away due to an unexpected obstruction (e.g., animals on the road). We show that in such situations, our commonsense reasoning-based solution accurately detects traffic light colors and obstacles not correctly captured by the AV's perception model. We also provide a pathway for efficiently invoking commonsense reasoning by measuring uncertainty in the computer vision model and using commonsense reasoning to handle uncertain scenarios. We describe our experiments conducted using the CARLA simulator and the results obtained. The main contribution of our research is to show that automated commonsense reasoning effectively corrects AV-based object detection misclassifications and that hybrid models provide an effective pathway to improving AV perception."
Simple Contrapositive Assumption-Based Argumentation with Partially-Ordered Preferences.,kr,2023,"Ofer Arieli, Jesse Heyninck",10.24963/kr.2023/6,3,478,"We show that assumption-based argumentation frameworks, based on contrapositive logics and partially-ordered preference functions, provide a solid platform for argumentation-based reasoning. Two us..."
Structural Decompositions of Epistemic Logic Programs.,iclp,2020,"Markus Hecher, Michael Morak, Stefan Woltran",10.1609/aaai.v34i03.5672,2,32,"Abstract Epistemic logic programs (ELPs) are a popular generalization of standard Answer Set Programming (ASP) providing means for reasoning over answer sets within the language. This richer formalism comes at the price of higher computational complexity reaching up to the fourth level of the polynomial hierarchy. However, in contrast to standard ASP, dedicated investigations towards tractability have not been undertaken yet. In this paper, we give first results in this direction and show that central ELP problems can be solved in linear time for ELPs exhibiting structural properties in terms of bounded treewidth. We also provide a full dynamic programming algorithm that adheres to these bounds. Finally, we show that applying treewidth to a novel dependency structure—given in terms of epistemic literals—allows to bound the number of ASP solver calls in typical ELP solving procedures."
exp(ASPc): Explaining ASP Programs with Choice Atoms and Constraint Rules.,iclp,2021,"Ly Ly Trieu, Tran Cao Son, Marcello Balduccini",10.4204/eptcs.345.28,5,458,"We present an enhancement of exp(ASP), a system that generates explanation graphs for a literal l - an atom a or its default negation ~a - given an answer set A of a normal logic program P, which explain why l is true (or false) given A and P. The new system, exp(ASPc), differs from exp(ASP) in that it supports choice rules and utilizes constraint rules to provide explanation graphs that include information about choices and constraints."
Conditional Splittings of Belief Bases and Nonmonotonic Inference with c-Representations.,kr,2024,"Christoph Beierle, Lars-Phillip Spiegel, Jonas Haldimann, Marco Wilhelm, Jesse Heyninck, Gabriele Kern-Isberner",10.24963/kr.2024/10,1,501,The concept of conditional syntax splitting for inductive inference from conditional belief bases has been proposed as a generalization of syntax splitting which also covers cases where the con...
Towards Structure Learning under the Credal Semantics.,iclp,2020,Derek Shiller,10.4324/9780429331169-6,1,312,"This paper offers a noncognitivist characterization of moral attitudes, according to which moral attitudes count as such because of their inclusion of moral"
"Proceedings of the 9th Workshop on Advances in Argumentation in Artificial Intelligence (AI3 2025) co-located with the 41st International Conference on Logic Programming (ICLP 2025), Rende, Italy, September 13, 2025.",iclp,2025,"José Júlio Alferes, Luís Moniz Pereira",10.1007/bfb0030657,1,91,"We contend that the well-founded semantics (WFS), for normal program, and similarly the well-founded semantics with explicit negation (WFSX), for extended ones are, by design, overly careful in deciding about the falsity of some atoms, by leaving them undefined...."
A Tractable Logic for Molecular Biology.,iclp,2019,"Adrien Husson, Jean Krivine",10.4204/eptcs.306.17,3,476,"We introduce a logic for knowledge representation and reasoning on protein-protein interactions. Modulo a theory, formulas describe protein structures and dynamic changes. They can be composed in order to add or remove static and dynamic observations. A second-order circumscription operator then enables nonmonotonic reasoning on the changes implied by a formula. We introduce deduction rules that produce formulas which are, up to equivalence, in a first-order fragment with decidable satisfiability and validity. Importantly, the rules can produce circumscribed formulas."
Cognitively Adequate Complexity of Reasoning in a Description Logic.,kr,2023,F. M. Donini,10.1017/cbo9780511711787.005,3,9,
An Analysis of Gibbs Sampling for Probabilistic Logic Programs.,iclp,2020,,10.7551/mitpress/4304.003.0016,2,280,
Rule Based Temporal Inference.,iclp,2017,"Fangyi Li, Qiang Shen",10.1007/978-981-97-0491-0_5,5,429,"Many computational techniques have been established to perform approximate reasoning, including the popular compositional rule of inference (CRI) [15], approximate analogical reasoning schema (AARS) [11, 12], and Takagi-Sugeno (TS) interpretation [10]. In particular,..."
The Janus System: Multi-paradigm Programming in Prolog and Python.,iclp,2023,"Theresa Swift, Carl Andersen",10.4204/eptcs.385.24,1,455,"Python and Prolog express different programming paradigms, with different strengths. Python is wildly popular because it is well-structured, easy to use, and mixes well with thousands of scientific and machine learning programs written in C. Prolog's logic-based approach provides powerful reasoning capabilities, especially when combined with constraint evaluation, probabilistic reasoning, well-founded negation, and other advances. Both languages have commonalities as well: both are usually written in C, both are dynamically typed, and both use data structures based on a small number of recursive types. This paper describes the design and implementation of Janus, a system that tightly combines Prolog and Python into a single process. Janus bi-translates data structures and offers performance of many hundreds of thousands of round-trip inter-language calls per second. Although Janus is still new, it has been used in commercial applications including natural language processing, visual query answering and robotic automation. Janus was developed for XSB, but porting Janus code to a second Prolog has been straightforward, indicating that Janus is a tool that other Prologs may easily adopt."
Value of Information in Probabilistic Logic Programs.,iclp,2019,"Sarthak Ghosh, C. R. Ramakrishnan",10.4204/eptcs.306.14,5,77,"In medical decision making, we have to choose among several expensive diagnostic tests such that the certainty about a patient's health is maximized while remaining within the bounds of resources like time and money. The expected increase in certainty in the patient's condition due to performing a test is called the value of information (VoI) for that test. In general, VoI relates to acquiring additional information to improve decision-making based on probabilistic reasoning in an uncertain system. This paper presents a framework for acquiring information based on VoI in uncertain systems modeled as Probabilistic Logic Programs (PLPs). Optimal decision-making in uncertain systems modeled as PLPs have already been studied before. But, acquiring additional information to further improve the results of making the optimal decision has remained open in this context. We model decision-making in an uncertain system with a PLP and a set of top-level queries, with a set of utility measures over the distributions of these queries. The PLP is annotated with a set of atoms labeled as ""observable""; in the medical diagnosis example, the observable atoms will be results of diagnostic tests. Each observable atom has an associated cost. This setting of optimally selecting observations based on VoI is more general than that considered by any prior work. Given a limited budget, optimally choosing observable atoms based on VoI is intractable in general. We give a greedy algorithm for constructing a ""conditional plan"" of observations: a schedule where the selection of what atom to observe next depends on earlier observations. We show that, preempting the algorithm anytime before completion provides a usable result, the result improves over time, and, in the absence of a well-defined budget, converges to the optimal solution."
Axiomatization of Approximate Exclusion.,kr,2024,Matilda Häggblom,10.24963/kr.2024/38,1,387,"We define and axiomatize approximate exclusion atoms in the team semantic setting. A team is a set of assignments, which can be seen as a mathematical model of a uni-relational database. We say tha..."
LTL Synthesis Under Multi-Agent Environment Assumptions.,kr,2025,"Benjamin Aminof, Giuseppe De Giacomo, Giuseppe Perelli, Sasha Rubin",10.24963/kr.2025/69,1,408,"We investigate LTL synthesis under structured assumptions about the environment. In our setting, the environment is viewed by the protagonist as a collection of peer agents acting together in a ..."
Towards One-Shot Learning for Text Classification using Inductive Logic Programming.,iclp,2023,"Ghazal Afroozi Milani, Daniel Cyrus, Alireza Tamaddoni-Nezhad",10.4204/eptcs.385.9,4,278,"With the ever-increasing potential of AI to perform personalised tasks, it is becoming essential to develop new machine learning techniques which are data-efficient and do not require hundreds or thousands of training data. In this paper, we explore an Inductive Logic Programming approach for one-shot text classification. In particular, we explore the framework of Meta-Interpretive Learning (MIL), along with using common-sense background knowledge extracted from ConceptNet. Results indicate that MIL can learn text classification rules from a small number of training examples. Moreover, the higher complexity of chosen examples, the higher accuracy of the outcome."
An s(CASP) In-Browser Playground based on Ciao Prolog.,iclp,2022,"Daniela Ferreiro, José F. Morales, Salvador Abreu, Manuel V. Hermenegildo",10.4204/eptcs.385.33,1,227,"Active Logic Documents (ALD) are web pages which incorporate embedded Prolog engines that run locally within the browser. ALD offers both a very easy way to add click-to-run capabilities to any kind of teaching materials, independently of the tool used to generate them, as well as a tool-set for generating web-based materials with embedded examples and exercises. Both leverage on (components of) the Ciao Prolog Playground. We present a demonstration of the ALD approach and the Ciao Prolog Playground, as well as a recent extension to ALDs to facilitate the integration of other tools into the system for creating Hybrid Active Logic Documents (HALD). We also present a concrete application of these technologies to the creation of tutorials for a program verification tool."
A Machine Learning guided Rewriting Approach for ASP Logic Programs.,iclp,2020,"Elena Mastria, Jessica Zangari, Simona Perri, Francesco Calimeri",10.4204/eptcs.325.31,5,480,"Answer Set Programming (ASP) is a declarative logic formalism that allows to encode computational problems via logic programs. Despite the declarative nature of the formalism, some advanced expertise is required, in general, for designing an ASP encoding that can be efficiently evaluated by an actual ASP system. A common way for trying to reduce the burden of manually tweaking an ASP program consists in automatically rewriting the input encoding according to suitable techniques, for producing alternative, yet semantically equivalent, ASP programs. However, rewriting does not always grant benefits in terms of performance; hence, proper means are needed for predicting their effects with this respect. In this paper we describe an approach based on Machine Learning (ML) to automatically decide whether to rewrite. In particular, given an ASP program and a set of input facts, our approach chooses whether and how to rewrite input rules based on a set of features measuring their structural properties and domain information. To this end, a Multilayer Perceptrons model has then been trained to guide the ASP grounder I-DLV on rewriting input rules. We report and discuss the results of an experimental evaluation over a prototypical implementation."
How Lucky Are You to Know Your Way? A Probabilistic Approach to Knowing How Logics.,kr,2025,"Pablo F. Castro, Pedro R. D'Argenio, Raul Fervari",10.24963/kr.2025/23,5,486,"We introduce a probabilistic version of knowing-how modal logics. More precisely, our logics extend extant approaches to model the ability of an agent to achieve a given goal with a certain proba..."
Probabilistic Action Language pBC+.,iclp,2018,"Joohyung Lee, Yi Wang",10.29007/7fmn,1,246,"We present a probabilistic extension of action language BC+. Just like BC+ is defined as a high-level notation of answer set programs for describing transition systems, the proposed language, which we call pBC+, is defined as a high-level notation of LPMLN programs---a probabilistic extension of answer set programs. We show how probabilistic reasoning about transition systems, such as prediction, postdiction, and planning problems, as well as probabilistic diagnosis for dynamic domains, can be modeled in pBC+ and computed using an implementation of LPMLN."
Finest Syntax Splittings of Ranking Functions and Total Preorders on Worlds.,kr,2023,"Jonas Philipp Haldimann, Christoph Beierle",10.24963/kr.2023/75,1,123,"The notion of syntax splitting was initially introduced by Parikh for belief sets, and one key observation is that every belief set has a unique finest syntax splitting, i.e., a syntax splitting th..."
TRACE-CS: A Hybrid Logic-LLM System for Explainable Course Scheduling.,kr,2025,"Stylianos Loukas Vasileiou, William Yeoh",10.24963/kr.2025/63,5,386,"We present TRACE-cs, a novel hybrid system that combines logical reasoning with large language models (LLMs) to address contrastive queries in course scheduling problems. TRACE-cs leverages logic-b..."
Proof-Relevant Resolution for Elaboration of Programming Languages.,iclp,2018,"Axel Kerinec, Giulio Manzonetto, Federico Olimpieri",10.1145/3571201,2,300,
Controlled Natural Language Models.,iclp,2024,Francis Frydman,10.20944/preprints202512.1848.v1,4,534,
Pushing the Boundaries of Tractable Multiperspective Reasoning: A Deduction Calculus for Standpoint EL+.,kr,2023,"Lucía Gómez Álvarez, Sebastian Rudolph, Hannes Strass",10.24963/kr.2023/33,1,469,Standpoint EL is a multi-modal extension of the popular description logic EL that allows for the integrated representation of domain knowledge relative to diverse standpoints or perspectives. Advan...
Extended Magic for Negation: Efficient Demand-Driven Evaluation of Stratified Datalog with Precise Complexity Guarantees.,iclp,2019,"K. Tuncay Tekle, Yanhong A. Liu",10.4204/eptcs.306.28,3,340,"Given a set of Datalog rules, facts, and a query, answers to the query can be inferred bottom-up starting from the facts or top-down starting from the query. For efficiency, top-down evaluation is extended with memoization of inferred facts, and bottom-up evaluation is performed after transformations to make rules driven by the demand from the query. Prior work has shown their precise complexity analysis and relationships. However, when Datalog is extended with even stratified negation, which has a simple and universally accepted semantics, transformations to make rules demand-driven may result in non-stratified negation, which has had many complex semantics and evaluation methods. This paper presents (1) a simple extension to demand transformation, a transformation to make rules demand-driven for Datalog without negation, to support stratified negation, and (2) a simple extension to an optimal bottom-up evaluation method for Datalog with stratified negation, to handle non-stratified negation in the resulting rules. We show that the method provides precise complexity guarantees. It is also optimal in that only facts needed for top-down evaluation of the query are inferred and each firing of a rule to infer such a fact takes worst-case constant time. We extend the precise relationship between top-down evaluation and demand-driven bottom-up evaluation to Datalog with stratified negation. Finally, we show experimental results for performance, as well as applications to previously challenging examples."
Logic Programming and Machine Ethics.,iclp,2020,"Luís Moniz Pereira, Ari Saptawijaya",10.1007/978-3-319-29354-7_6,1,551,"Counterfactuals capture the process of reasoning about a past event that did not occur, namely what would have happened had this event occurred; or, vice-versa, to reason about an event that did occur but what if it had not. In this chapter, we innovatively make use..."
Explainable and Trustworthy Traffic Sign Detection for Safe Autonomous Driving: An Inductive Logic Programming Approach.,iclp,2023,"Zahra Chaghazardi, Saber Fallah, Alireza Tamaddoni-Nezhad",10.4204/eptcs.385.21,1,554,"Traffic sign detection is a critical task in the operation of Autonomous Vehicles (AV), as it ensures the safety of all road users. Current DNN-based sign classification systems rely on pixel-level features to detect traffic signs and can be susceptible to adversarial attacks. These attacks involve small, imperceptible changes to a sign that can cause traditional classifiers to misidentify the sign. We propose an Inductive Logic Programming (ILP) based approach for stop sign detection in AVs to address this issue. This method utilises high-level features of a sign, such as its shape, colour, and text, to detect categories of traffic signs. This approach is more robust against adversarial attacks, as it mimics human-like perception and is less susceptible to the limitations of current DNN classifiers. We consider two adversarial attacking methods to evaluate our approach: Robust Physical Perturbation (PR2) and Adversarial Camouflage (AdvCam). These attacks are able to deceive DNN classifiers, causing them to misidentify stop signs as other signs with high confidence. The results show that the proposed ILP-based technique is able to correctly identify all targeted stop signs, even in the presence of PR2 and ADvCam attacks. The proposed learning method is also efficient as it requires minimal training data. Moreover, it is fully explainable, making it possible to debug AVs."
Equilibrium Description Logics: Results on Complexity and Relations to Circumscription.,kr,2024,"Federica Di Stefano, Mantas Šimkus",10.24963/kr.2024/29,1,354,"Recently, Equilibrium Description Logics (EDLs) have been suggested as a promising new approach to Description Logics (DLs) with non-monotonic default negation. However, a deeper understanding of E..."
Model Revision of Logical Regulatory Networks Using Logic-Based Tools.,iclp,2018,Svetlana Bulashevska,10.4018/9781605666853.ch005,4,576,
A Tool Set for Converting Controlled Natural Languages into AI Formalisms.,iclp,2025,,10.7551/mitpress/2123.003.0002,5,334,
Logical Lease Litigation: Prolog and LLMs for Rental Law Compliance in New York.,iclp,2024,"Sanskar Sehgal, Yanhong A. Liu",10.4204/eptcs.416.4,3,454,"Legal cases require careful logical reasoning following the laws, whereas interactions with non-technical users must be in natural language. As an application combining logical reasoning using Prolog and natural language processing using large language models (LLMs), this paper presents a novel approach and system, LogicLease, to automate the analysis of landlord-tenant legal cases in the state of New York. LogicLease determines compliance with relevant legal requirements by analyzing case descriptions and citing all relevant laws. It leverages LLMs for information extraction and Prolog for legal reasoning. By separating information extraction from legal reasoning, LogicLease achieves greater transparency and control over the legal logic applied to each case. We evaluate the accuracy, efficiency, and robustness of LogicLease through a series of tests, achieving 100% accuracy and an average processing time of 2.57 seconds. LogicLease presents advantages over state-of-the-art LLM-based legal analysis systems by providing clear, step-by-step reasoning, citing specific laws, and distinguishing itself by its ability to avoid hallucinations -- a common issue in LLMs."
A Three-Valued Semantics for Typed Logic Programming.,iclp,2019,"João Barbosa, Mário Florido, Vítor Santos Costa",10.4204/eptcs.306.10,5,500,"Types in logic programming have focused on conservative approximations of program semantics by regular types, on one hand, and on type systems based on a prescriptive semantics defined for typed programs, on the other. In this paper, we define a new semantics for logic programming, where programs evaluate to true, false, and to a new semantic value called wrong, corresponding to a run-time type error. We then have a type language with a separated semantics of types. Finally, we define a type system for logic programming and prove that it is semantically sound with respect to a semantic relation between programs and types where, if a program has a type, then its semantics is not wrong. Our work follows Milner's approach for typed functional languages where the semantics of programs is independent from the semantic of types, and the type system is proved to be sound with respect to a relation between both semantics."
Beyond Traditional Neural Networks: Toward adding Reasoning and Learning Capabilities through Computational Logic Techniques.,iclp,2023,Andrea Rafanelli,10.4204/eptcs.385.51,5,139,"Deep Learning (DL) models have become popular for solving complex problems, but they have limitations such as the need for high-quality training data, lack of transparency, and robustness issues. Neuro-Symbolic AI has emerged as a promising approach combining the strengths of neural networks and symbolic reasoning. Symbolic knowledge injection (SKI) techniques are a popular method to incorporate symbolic knowledge into sub-symbolic systems. This work proposes solutions to improve the knowledge injection process and integrate elements of ML and logic into multi-agent systems (MAS)."
Less Manual Work for Safety Engineers: Towards an Automated Safety Reasoning with Safety Patterns.,iclp,2020,"Yuri Gil Dantas, Antoaneta Kondeva, Vivek Nigam",10.4204/eptcs.325.29,1,578,"The development of safety-critical systems requires the control of hazards that can potentially cause harm. To this end, safety engineers rely during the development phase on architectural solutions, called safety patterns, such as safety monitors, voters, and watchdogs. The goal of these patterns is to control (identified) faults that can trigger hazards. Safety patterns can control such faults by e.g., increasing the redundancy of the system. Currently, the reasoning of which pattern to use at which part of the target system to control which hazard is documented mostly in textual form or by means of models, such as GSN-models, with limited support for automation. This paper proposes the use of logic programming engines for the automated reasoning about system safety. We propose a domain-specific language for embedded system safety and specify as disjunctive logic programs reasoning principles used by safety engineers to deploy safety patterns, e.g., when to use safety monitors, or watchdogs. Our machinery enables two types of automated safety reasoning: (1) identification of which hazards can be controlled and which ones cannot be controlled by the existing safety patterns; and (2) automated recommendation of which patterns could be used at which place of the system to control potential hazards. Finally, we apply our machinery to two examples taken from the automotive domain: an adaptive cruise control system and a battery management system."
Efficient Compliance Computation in Probabilistic Declarative Specifications.,iclp,2024,"Jeongwoon Choi, Jungyeon Kim, Seokho Chi",10.2139/ssrn.6381878,3,273,
Unique Characterisability and Learnability of Temporal Queries Mediated by an Ontology.,kr,2024,"Jean Christoph Jung, Vladislav Ryzhikov, Frank Wolter, Michael Zakharyaschev",10.24963/kr.2024/46,4,549,Algorithms for learning database queries from examples and unique characterisations of queries by examples are prominent starting points for developing automated support for query explanation and c...
Operator-Based Semantics for Choice Programs: Is Choosing Losing?,kr,2024,Jesse Heyninck,10.24963/kr.2024/42,3,37,"Choice constructs are an important part of the language of logic programming, yet the study of their semantics has been a challenging task. So far, only two-valued semantics have been studied, and ..."
Scalable Robotic Intra-Logistics with Answer Set Programming.,iclp,2018,,10.1017/cbo9781139342124.007,2,391,"Knowledge Representation, Reasoning, and the Design of Intelligent Agents - March 2014"
Semantic Analysis of Assurance Cases using s(CASP).,iclp,2023,Alistair Duke,10.4018/978-1-60566-066-0.ch003,3,99,
Computational Thinking with Logic Programming.,iclp,2024,,10.1017/cbo9780511984747.027,4,25,"This additional chapter provides the technical support for abductive logic programming (ALP), which is the basis of the Computational Logic used in this book. ALP uses abduction, not only to explain observations, but to generate plans of action. ALP extends ordinary logic programming by combining the closed predicates of logic programming, which are defined by clauses, with open predicates, which are constrained directly or indirectly by integrity constraints represented in a variant of classical logic. Integrity constraints in ALP include as special cases the functionalities of condition–action rules, maintenance goals and constraints."
Complexity of Abduction in Łukasiewicz Logic.,kr,2025,"Katsumi Inoue, Daniil Kozhemiachenko",10.24963/kr.2025/41,2,138,"We explore the problem of explaining observations in contexts involving statements with truth degrees, such as âthe lift is loadedâ, âthe symptoms are severeâ, etc. To formalise these contexts, we ..."
"Leasing the Cloud-Edge Continuum, à la Carte.",iclp,2023,"Stefano Forti, Ahmad Ibrahim, Antonio Brogi",10.4204/eptcs.385.28,1,155,"Next-gen computing paradigms foresee deploying applications to virtualised resources along a continuum of Cloud-Edge nodes. Much literature focussed on how to place applications onto such resources so as to meet their requirements. To lease resources to application operators, infrastructure providers need to identify a portion of their Cloud-Edge assets to meet set requirements. This article proposes a novel declarative resource selection strategy prototyped in Prolog to determine a suitable infrastructure portion that satisfies all requirements. The proposal is showcased over a lifelike scenario."
A Logic-Based Framework for Database Repairs.,kr,2025,"Nicolas Fröhlich, Arne Meier, Nina Pardal, Jonni Virtema",10.24963/kr.2025/32,3,183,"We introduce a general abstract framework for database repairs, where the repair notions are defined using formal logic. We distinguish between integrity constraints and so-called query constraints..."
